"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"LPG O-15:0","Com_7038_neg","LPG O-15:0","C21 H45 O8 P",456.28544,8.881,455.27817,"No results","Full match","No results",NA,NA,NA,NA,851747.7196,942853.190699999,767361.2184,768356.9281,766056.237799999,649301.427300001,707590.2572,888702.679300001,19.5201865459013,19.6987622025333,-0.178575656632059,0.179930608467007,0.210807908237525,"stable",1.04084760773045
"1,2,3-Benzenetricarboxylic acid","Com_7054_neg","1,2,3-Benzenetricarboxylic acid","C9 H6 O6",210.01662,5.284,209.00934,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",166948.5635,165523.8878,173547.1788,161555.8557,171265.4221,182673.2541,147219.1293,180372.4827,17.3589358288033,17.3635641508161,-0.00462832201279895,0.942381081552909,0.488927980186522,"stable",0.0480982250675127
"LPS 14:0","Com_7064_neg","LPS 14:0","C20 H40 N O9 P",469.24411,8.612,468.23684,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",251936.8797,365794.9733,229747.6523,212127.8607,218257.6559,191552.519,196215.1771,216697.9926,17.6570062345501,18.0776897061603,-0.420683471610189,0.172827828737851,0.207080152110969,"stable",1.45503913289426
"LPE O-22:2","Com_7067_neg","LPE O-22:2","C27 H54 N O6 P",519.36867,11.461,518.3614,"No results","Full match","No results",NA,NA,NA,NA,3107259.934,2687027.192,1966328.803,2193722.215,2758215.517,1496781.783,1444484.645,2411904.313,20.9275100666739,21.2772880490051,-0.349777982331176,0.250008470938421,0.24031305905504,"stable",0.881080337267685
"trans-Petroselinic Acid","Com_7073_neg","trans-Petroselinic Acid","C18 H34 O2",328.2611,9.119,327.25382,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",1478640.132,1654961.844,2179915.582,1858407.744,1395703.497,1698986.042,1585662.078,1454917.885,20.6007198971783,20.7366823019696,-0.135962404791364,0.51292282599773,0.344694888554249,"stable",0.659543354606665
"5-Dehydroquinic acid","Com_7122_neg","5-Dehydroquinic acid","C7 H10 O6",190.04789,4.979,189.04057,"No results","Full match","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives",1516125.091,1611350.156,1777044.474,1637622.307,267120.3677,1846789.489,2050241.84,2225170.503,20.307947360768,20.6376147737729,-0.329667413004923,0.598718898222196,0.378031280726402,"stable",0.34159616304259
"LPC 20:1","Com_7124_neg","LPC 20:1","C28 H56 N O7 P",595.38539,10.508,594.37811,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",3991429.426,3616532.517,2224041.772,1710463.128,2079128.83,1509098.981,2152365.811,4137224.164,21.0472965730101,21.5998007395902,-0.55250416658005,0.185438181683316,0.213586529293374,"stable",0.999858127213939
"Prostaglandin G2","Com_7190_neg","Prostaglandin G2","C20 H32 O6",368.21987,6.546,349.20199,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1275093.905,947518.1335,980522.5239,889401.343500001,7387165.871,618305.333,2412667.774,923407.360200001,20.5671660136336,20.0130524474587,0.554113566174902,0.447230246053718,0.322922411150298,"stable",0.497178961084012
"Pantetheine","Com_7305_neg","Pantetheine","C11 H22 N2 O4 S",278.13026,5.224,277.12266,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives",293603.3151,747127.394900001,408931.8733,525542.3574,340834.8516,336489.2744,328194.8697,1666635.748,18.9470124828619,18.7720014861051,0.175010996756839,0.779813173813284,0.441851627041813,"stable",0.211879754383949
"Ribulose-5-phosphate","Com_7306_neg","Ribulose-5-phosphate","C5 H11 O8 P",230.01916,1.195,211.00121,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",2541791.458,2276627.437,2874285.442,3315330.581,4669568.708,2606231.052,2787417.234,4013699.214,21.6952222696358,21.2835509787952,0.411671290840612,0.068631472226828,0.152800077297499,"stable",1.19510736296528
"Docosapentaenoic acid","Com_7336_neg","Docosapentaenoic acid","C22 H34 O2",330.25589,10.191,329.24861,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",1101405.851,958650.332200001,681033.343299999,1057698.073,992300.455499999,203617.1485,472829.3196,665717.280100001,19.1527847053116,19.772975272669,-0.620190567357337,0.248354844706368,0.239739419212698,"stable",0.772602631534404
"Taurocholic acid","Com_7417_neg","Taurocholic acid","C26 H45 N O7 S",515.29214,6.807,514.28487,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",3995872.936,3978463.087,4091391.362,3562709.98,2932126.847,4126944.106,2385377.414,3377497.194,21.6196022855875,21.9393397246966,-0.319737439109097,0.0754267666705455,0.157733688638597,"stable",1.16603836372335
"cis-2-Decenoic acid","Com_7439_neg","cis-2-Decenoic acid","C10 H18 O2",170.13081,5.95,169.12353,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",3894684.058,3067353.295,2002155.282,3419062.016,3021071.15,3662630.523,4204387.305,2812552.488,21.6926318735941,21.4582534074542,0.234378466139908,0.499291980583714,0.340428905352396,"stable",0.716916264261401
"LPS 18:2","Com_7496_neg","LPS 18:2","C24 H44 N O9 P",521.27396,9.267,520.26669,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",1487273.053,1465555.497,981706.910799999,1091297.678,1177069.3,804360.348800001,337121.6504,225286.2801,19.1972346425602,20.2973957084351,-1.10016106587492,0.0844147524952849,0.163407466376603,"stable",1.12246309607189
"19(R)-Hydroxy prostaglandin F2α","Com_7505_neg","19(R)-Hydroxy prostaglandin F2α","C20 H34 O6",352.2251,6.342,351.21782,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3031968.683,6827892.93099999,4400686.141,1923102.819,4322586.384,877422.797999999,2533179.645,168687.4493,20.2595783146603,22.1013764924146,-1.84179817775427,0.08880554365324,0.165883270399964,"stable",1.10842205762522
"Deoxyribose 5-Phosphate","Com_7507_neg","Deoxyribose 5-Phosphate","C5 H11 O7 P",214.02432,1.375,213.01705,"No results","No results","Full match",NA,NA,NA,NA,4510299.13,5025053.785,4398074.555,3797757.626,3700812.252,945297.7372,4115478.997,4059970.211,21.490440566474,22.1446466416814,-0.654206075207465,0.187481870318896,0.214593831719082,"stable",0.865075400097665
"DY131","Com_7521_neg","DY131","C18 H21 N3 O2",311.16369,8.087,310.15642,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids and derivatives",1101804.769,15052383.7,1022832.097,951126.3587,989705.1234,886347.5801,1005848.654,1239709.192,19.9429963738685,21.2930212416659,-1.3500248677974,0.400857962269562,0.305493181009375,"stable",1.0029726370425
"CerP 15:0;2O/2:0","Com_7522_neg","CerP 15:0;2O/2:0","C17 H36 N O6 P",381.22781,8.164,380.22054,"No results","Full match","No results",NA,NA,NA,NA,1880690.663,2047341.384,1789773.141,1315780.257,1444482.793,1820208.733,1056405.691,2442844.881,20.5632289143992,20.8598322329976,-0.296603318598418,0.230591616593177,0.233254744842488,"stable",0.788055026303716
"6α-Prostaglandin I1","Com_7629_neg","6α-Prostaglandin I1","C20 H34 O5",336.23036,7.33,335.22308,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3055929.938,3501369.805,3075446.407,2799064.987,8898033.57699999,2808209.285,3589997.592,3293836.892,21.8699353644844,21.6116774848594,0.258257879625091,0.458967838724223,0.327047336657197,"stable",0.484250265642536
"Boc-beta-cyano-L-alanine","Com_7657_neg","Boc-beta-cyano-L-alanine","C9 H14 N2 O4",214.0954,5.208,213.08812,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",590412.749500001,390443.1717,415538.2959,600065.1807,645202.9631,1842867.693,1080775.681,911197.818200001,19.8297429504981,18.8035797741381,1.02616317636004,0.0252526604162626,0.111262510120294,"up",1.41201852279767
"(±)9-HpODE","Com_7661_neg","(±)9-HpODE","C18 H32 O4",312.23019,8.328,311.22291,"Full match","No results","Full match",NA,NA,NA,NA,3975361.606,3372390.309,3754716.016,3594351.21,3250518.515,3199554.794,3747578.363,4321222.586,21.7799026934884,21.8160890393895,-0.0361863459010934,0.742541331838074,0.429809966819205,"stable",0.249215110733796
"Soyasaponin I","Com_7743_neg","Soyasaponin I","C48 H78 O18",942.52101,7.241,941.51373,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene saponins",166272.4738,159448.2737,158931.7654,149419.4355,153190.8636,131563.345,140920.3511,140927.1528,17.1256975240641,17.3013222518979,-0.175624727833803,0.00758378760285098,0.0789328839221167,"stable",1.58945190237571
"4-Amino-5-imidazolecarboxamide","Com_7770_neg","4-Amino-5-imidazolecarboxamide","C4 H6 N4 O",126.0542,5.2,107.03637,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Aminoimidazoles",1698872.22,1521109.487,2250869.69,1645892.03,2038856.763,2869543.347,1547513.713,2267254.968,20.9472385943799,20.7782965298345,0.168942064545316,0.49989620389134,0.340620640674822,"stable",0.531273093527139
"LPE 20:2","Com_7881_neg","LPE 20:2","C25 H48 N O7 P",505.31661,9.937,504.30965,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",1772823.674,1087505.476,853801.1914,1078081.534,1528702.104,827370.859499999,1088164.392,1549808.309,20.1718417592578,20.1712498354852,0.000591923772599756,0.998763839288115,0.503453268904649,"stable",0.00148725199500174
"LPC 18:2","Com_7927_neg","LPC 18:2","C26 H50 N O7 P",565.33831,9.208,564.33103,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1896758.037,1544101.399,1151906.275,1011541.422,1142880.193,605574.4987,1531674.404,2776288.593,20.2463431940529,20.516344063577,-0.270000869524058,0.542455398319947,0.355329756963073,"stable",0.42167315371885
"FAHFA 18:0/3:0","Com_7933_neg","FAHFA 18:0/3:0","C21 H40 O4",356.29286,11.312,355.28558,"No results","Full match","Full match",NA,NA,NA,NA,122215.469,129285.9345,114255.5768,110348.0559,109071.3388,92038.0973400001,103391.6304,102837.8605,16.6568659203257,16.8937260788058,-0.236860158480045,0.0193205812279079,0.105418445928049,"stable",1.58476719442607
"Dihydroxyacetone phosphate","Com_7935_neg","Dihydroxyacetone phosphate","C3 H7 O6 P",123.99249,1.414,122.98524,"No results","Invalid mass","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",26083835.62,30793066.26,27815319.53,26633510.24,24532894.88,28838031.77,24914936.76,24680694.11,24.6247619942769,24.7473770790594,-0.122615084782506,0.218787271383606,0.228590540475051,"stable",1.06673272609039
"Lysope 16:0","Com_7943_neg","Lysope 16:0","C21 H44 N O7 P",453.28574,8.463,452.27847,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-(1Z-alkenyl)-glycero-3-phosphoethanolamines",1221048.527,1027077.522,746797.682400001,557605.653,782196.191300001,617173.603099999,722586.6726,1319135.259,19.5390691340681,19.9000535594731,-0.360984425405036,0.277556972997368,0.249753604083645,"stable",0.817424325849548
"trans-10-Heptadecenoic acid","Com_7944_neg","trans-10-Heptadecenoic acid","C17 H32 O2",314.24567,7.877,313.23844,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",3132662.524,3151357.765,3221089.725,6062743.676,2910079.157,2627280.818,3033532.881,3073030.884,21.6826207397284,21.5952058214206,0.0874149183078252,0.70660374001698,0.417696905402524,"stable",0.243414694697632
"o-Cresol","Com_7947_neg","o-Cresol","C7 H8 O",108.05759,5.229,107.05031,"No results","No results","Full match","Benzenoids","Phenols","Cresols","Ortho cresols",1551291.898,1469329.663,1758022.286,1573621.369,1808653.054,1865272.402,1446829.789,1948705.178,20.7123288743362,20.5990957874955,0.113233086840726,0.351359255737287,0.284621257027233,"stable",0.7053357486829
"Dl-3-Hydroxy-kynurenine","Com_7967_neg","Dl-3-Hydroxy-kynurenine","C10 H12 N2 O4",224.0797,5.152,223.07239,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",204958.4764,187179.3697,251117.3199,192392.2622,287547.5657,615934.2445,353370.7156,3233146.276,18.9949758951145,17.6990120169267,1.2959638781878,0.142917427723335,0.192647840638143,"stable",0.961354520479496
"LPA 12:0","Com_7983_neg","LPA 12:0","C15 H31 O7 P",354.17969,7.918,353.17242,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",180288.275,170365.5063,163841.1299,153549.9086,160526.2908,147484.5595,147253.1837,167851.2095,17.2431530615394,17.3867192773336,-0.143566215794216,0.0455918468715904,0.131512611322146,"stable",1.42262966185765
"N'1-[1-(2-hydroxyphenyl)ethylidene]-3-methoxybenzene-1-carbohydrazide","Com_8064_neg","N'1-[1-(2-hydroxyphenyl)ethylidene]-3-methoxybenzene-1-carbohydrazide","C16 H16 N2 O3",284.11762,7.15,283.11035,"Invalid mass","No results","No results",NA,NA,NA,NA,2479600.984,5137794.28,3861885.543,2816786.978,1718216.759,3598745.307,3781004.523,2404964.349,21.393016888726,21.8050894072062,-0.412072518480191,0.329377225641974,0.274487093649896,"stable",0.846788127198735
"4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid","Com_8212_neg","4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid","C11 H18 O8",278.09791,6.701,277.09064,"Invalid mass","No results","No results",NA,NA,NA,NA,5732575.47,3620178.77,3749306.015,3493274.542,3440499.505,2344654.95,2901297.059,3357756.451,21.551722429497,22.0255245582081,-0.473802128711128,0.139837929789334,0.191305110960338,"stable",1.33194020820873
"Gamma-Glu-Leu","Com_8356_neg","Gamma-Glu-Leu","C11 H20 N2 O5",260.13713,4.126,259.12985,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",1307353.862,1303869.612,2080346.426,1626562.123,1631793.172,2219691.721,2251921.391,1478321.834,20.7903206304437,20.5403262645162,0.249994365927456,0.396508091993679,0.303758556530047,"stable",0.790036299405428
"LPG 20:3","Com_8389_neg","LPG 20:3","C26 H47 O9 P",534.29616,9.24,533.28888,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",251783.4656,270283.199,225951.4692,241681.5539,229938.2523,203171.28,336861.4626,302908.2636,17.9792578072249,17.9238632474975,0.0553945597273326,0.730646562374316,0.42585691949266,"stable",0.238440707303261
"LNAPE 16:1/N-17:0","Com_8399_neg","LNAPE 16:1/N-17:0","C38 H74 N O8 P",703.51606,10.331,702.50878,"No results","Full match","No results",NA,NA,NA,NA,6922276.539,6616782.564,4414241.84,4219989.426,3233705.584,76958.8669700001,4240955.945,3228019.63,20.7007081562577,22.4847492760946,-1.78404111983685,0.188063674599949,0.21487830075917,"stable",0.863832173712867
"D-Fructose 6-phosphate","Com_8408_neg","D-Fructose 6-phosphate","C6 H13 O9 P",260.02989,2.153,259.02262,"No results","No results","Full match",NA,NA,NA,NA,2655649.104,2326967.146,2358011.644,2399074.604,1979321.805,3818526.098,2479275.095,5278299.00299999,21.5096668758047,21.2199306417983,0.289736234006419,0.329170313579715,0.274391367346716,"stable",0.640314085338479
"4-tert-butylphenol","Com_8460_neg","4-tert-butylphenol","C10 H14 O",150.10443,6.884,149.09716,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes",2176918.21,2277542.286,2033783.087,2072101.065,2051117.331,1829268.934,2467948.297,1925382.022,20.9730142651566,21.0428788564307,-0.0698645912740616,0.453610826454222,0.32517824427326,"stable",0.52604875843944
"12-Epileukotriene B4","Com_8479_neg","12-Epileukotriene B4","C20 H32 O4",372.20097,4.665,371.1937,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Leukotrienes",2458426.262,2891841.912,2979900.779,1807891.683,3572283.515,5210810.05600001,3719223.984,4429620.215,21.7545379973971,21.3998979242796,0.354640073117473,0.255324605974656,0.242124722879833,"stable",0.750367513262507
