"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"O-Phospho-L-serine","Com_9960_neg","O-Phospho-L-serine","C3 H8 N O6 P",185.00832,1.408,184.00162,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",799740.458899999,6817969.60600001,936222.001,2316358.326,775607.2971,1336876.902,20.3529430220522,20.7155247434827,-0.36258172143042,0.822031498930038,0.557340870939367,"stable",0.271460059924254
"LPC 20:0","Com_10030_neg","LPC 20:0","C28 H58 N O7 P",597.40075,11.137,596.39347,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",2771565.91,2292443.329,1580179.174,914978.687600001,1241458.736,2794460.978,20.487040697106,21.0407937488987,-0.553753051792647,0.521385426119101,0.451466846514037,"stable",0.761801437783971
"Propionyl-L-carnitine","Com_10099_neg","Propionyl-L-carnitine","C10 H19 N O4",217.13153,5.441,216.12426,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",2068108.975,1628046.197,1487428.316,1445858.66,1898172.42,2173259.486,20.7903679077874,20.7063265650999,0.0840413426874775,0.81437707882028,0.555031605307484,"stable",0.306703222518145
"2,5-Dimethylphenol","Com_10123_neg","2,5-Dimethylphenol","C8 H10 O",122.07324,5.659,121.06596,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Xylenes","p-Xylenols",1681170.587,1558309.399,1387338.234,1568572.018,1856832.126,1652804.524,20.6873056581011,20.5521576984946,0.135147959606524,0.36929078437857,0.395684174009163,"stable",0.880796636968285
"8-Bromoguanosine","Com_10130_neg","8-Bromoguanosine","C10 H12 Br N5 O5",361.00273,1.933,359.99547,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",1183157.296,1157625.269,1188433.285,1048536.961,1222636.537,1097407.43,20.0957260867221,20.1658589436314,-0.0701328569093,0.455652116258166,0.429954615944646,"stable",0.77238293180486
"N-[4-cyano-1-(4-fluorophenyl)-1H-pyrazol-5-yl]cyclohexanecarboxamide","Com_10141_neg","N-[4-cyano-1-(4-fluorophenyl)-1H-pyrazol-5-yl]cyclohexanecarboxamide","C17 H17 F N4 O",312.13981,7.478,311.13253,"Full match","No results","No results",NA,NA,NA,NA,380790.5089,347482.4202,380468.461,330104.0152,325232.8656,332126.7831,18.3283497436792,18.4942119336102,-0.165862189930984,0.0424706730174235,0.243128127964377,"stable",1.46176930492929
"PC 16:0_16:0","Com_10145_neg","PC 16:0_16:0","C40 H80 N O8 P",779.56909,11.023,778.56258,"No results","Invalid mass","No results",NA,NA,NA,NA,1203912.136,1237251.658,1218150.601,976372.073899999,1139027.046,919827.142299999,19.9424817745114,20.2180890981491,-0.275607323637686,0.0809965494618397,0.26598687449549,"stable",1.37862995624533
"15(R)-Prostaglandin D2","Com_10159_neg","15(R)-Prostaglandin D2","C20 H32 O5",352.22499,6.183,351.21771,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",205937.1333,215858.319,242847.6524,202303.4525,1359001.974,180861.0986,18.4882667143649,17.7537538828648,0.734512831500073,0.526767701734902,0.45332323649489,"stable",0.600662426781598
"LNAPE 17:1/N-18:0","Com_10228_neg","LNAPE 17:1/N-18:0","C40 H78 N O8 P",731.54722,10.928,730.53994,"No results","Full match","No results",NA,NA,NA,NA,7722527.90499999,8598156.463,8100886.84000001,7983205.148,7415571.387,7584126.556,22.8684048972354,22.9552953684961,-0.0868904712607304,0.369112924383822,0.395604007890895,"stable",1.03205949397311
"LPE 22:3","Com_10253_neg","LPE 22:3","C27 H50 N O7 P",531.33268,10.049,530.3254,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",160759.3709,160940.7073,147188.1463,115195.3608,289145.639,137893.7675,17.3427858783508,17.2526716759559,0.0901142023949149,0.840242472360038,0.562739774474216,"stable",0.182071961962024
"LPC 16:2","Com_10281_neg","LPC 16:2","C24 H46 N O7 P",537.30691,8.428,536.29964,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",417363.6384,253096.3959,445911.9568,234600.816,727901.0489,820475.349999999,18.9864439295881,18.4622240623996,0.524219867188474,0.533440640167301,0.455593334918287,"stable",0.637437210829564
"D-Glucuronic acid","Com_10291_neg","D-Glucuronic acid","C6 H10 O7",194.0426,5.248,193.03532,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",158856.1619,153094.9839,163248.9468,174359.4931,141166.2982,310059.5207,17.5869757435643,17.2727143913033,0.314261352260985,0.42245487355583,0.41779540178028,"stable",0.696294289460992
"LPA 14:0","Com_10430_neg","LPA 14:0","C17 H35 O7 P",382.21173,8.704,381.20445,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",256814.5739,428153.5047,245073.9786,287041.0767,218627.5895,430997.7939,18.1954448623595,18.1936646481022,0.001780214257316,0.997584393553578,0.604424488715516,"stable",0.00385049574245353
"LPE 22:0","Com_10708_neg","LPE 22:0","C27 H56 N O7 P",1074.75956,11.827,536.3725,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",1043745.17,669082.7533,381306.6652,274552.3588,293565.1639,665936.22,18.5250225064521,19.2952518153224,-0.770229308870302,0.444689097789323,0.426064441141126,"stable",0.91014670404474
"Phe-Phe","Com_10709_neg","Phe-Phe","C18 H20 N2 O3",312.14763,5.604,311.14036,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",442299.0303,262653.8473,442212.0989,506298.6675,419425.9201,567959.725900001,18.9143715878544,18.5039482390932,0.410423348761206,0.100329608915717,0.273129977674941,"stable",0.979185099175879
"LNAPE 20:5/N-2:0","Com_10710_neg","LNAPE 20:5/N-2:0","C27 H44 N O8 P",541.28073,8.972,540.27345,"No results","Full match","No results",NA,NA,NA,NA,298202.5992,219832.7867,625125.247299999,307030.4112,200886.705,636112.7797,18.374322547517,18.3952553659581,-0.0209328184410431,0.739084161526953,0.530962855405364,"stable",0.0263169164910858
"Pyridoxal","Com_10717_neg","Pyridoxal","C8 H9 N O3",185.06897,5.117,184.06174,"No results","Invalid mass","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyridine carboxaldehydes","Pyridoxals and derivatives",1084278.636,1000735.863,1034390.167,974830.2129,1101384.264,1216608.694,20.060037232847,19.9870943183176,0.072942914529424,0.595337193895861,0.476947918748951,"stable",0.577532469331485
"PC 16:1_22:5","Com_10752_neg","PC 16:1_22:5","C46 H80 N O8 P",851.56922,10.651,850.56195,"No results","Invalid mass","No results",NA,NA,NA,NA,8272963.88999999,8481317.11400001,7319151.42899999,2418775.652,2996833.158,2108253.944,21.2428233634104,22.9330249047588,-1.69020154134837,0.00313630520768663,0.155294485729632,"down",1.63127520735991
"LNAPE 16:1/N-2:0","Com_10790_neg","LNAPE 16:1/N-2:0","C23 H44 N O8 P",493.28076,9.285,492.27348,"No results","Full match","No results",NA,NA,NA,NA,1447778.554,907954.324799999,1301008.938,1182431.581,278767.265,3068374.575,19.9370233637718,20.1896230536985,-0.252599689926662,0.79420278396055,0.548828166315793,"stable",0.202861224624086
"3'-Dephosphocoenzyme A","Com_10832_neg","3'-Dephosphocoenzyme A","C21 H35 N7 O13 P2 S",687.14995,4.958,686.14269,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",253641.3201,379813.4336,257224.7778,222548.4737,271108.7703,121920.4501,17.569284316167,18.1533439224575,-0.584059606290481,0.154726021478086,0.304625813013549,"stable",0.986041089842238
"LPA 18:2","Com_10905_neg","LPA 18:2","C21 H39 O7 P",434.2431,9.549,433.23582,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",4359598.162,3385322.365,3489448.167,946476.823,1379755.705,1632049.109,20.295480703744,21.827064331055,-1.53158362731102,0.0461251465088465,0.246659067978865,"down",1.57308173403382
"Prostaglandin E1","Com_10951_neg","Prostaglandin E1","C20 H34 O5",354.24098,7.375,353.23356,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1423191.234,391239.7813,1377715.958,532053.3914,1737468.635,554752.1035,19.6104169041297,19.8040795646216,-0.193662660491825,0.884011783887923,0.575192512732824,"stable",0.192433592890937
"Ureidosuccinic acid","Com_10980_neg","Ureidosuccinic acid","C5 H8 N2 O5",176.04307,1.511,175.0358,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",1503172.681,3833067.12,2339147.154,3500822.269,2182493.322,3715512.543,21.5406460024894,21.182399448235,0.358246554254389,0.614698060583487,0.484936932097459,"stable",0.603265605378989
"Methyl EudesMate","Com_11028_neg","Methyl EudesMate","C11 H14 O5",226.08409,5.241,225.07681,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Gallic acid and derivatives",142129.9067,136975.3337,146060.1673,156000.8639,126302.6411,144742.1657,17.1136151707977,17.1122034951527,0.00141167564501288,0.986313453187498,0.60170455766914,"stable",0.0125868198270334
"Lignoceric Acid","Com_11052_neg","Lignoceric Acid","C24 H48 O2",368.36524,10.9,367.35797,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",2399371.297,2539608.63,5001065.147,3386164.081,3738919.827,2669075.485,21.6244397446772,21.5747345735586,0.0497051711186884,0.926688003673945,0.586669774273892,"stable",0.11140130400707
"LPG 18:2","Com_11182_neg","LPG 18:2","C24 H45 O9 P",508.28025,9.518,507.27297,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",1256367.278,1421494.668,1004809.522,204717.2309,730248.2491,1378998.114,19.1721631779791,20.2127649033897,-1.04060172541062,0.362109455616724,0.392411387361694,"stable",0.888152347892241
"3-Nitro-L-Tyrosine","Com_11220_neg","3-Nitro-L-Tyrosine","C9 H10 N2 O5",226.0594,6.741,225.05213,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives",1820764.933,1084765.114,1286270.461,770350.5009,965473.653699999,717449.189099999,19.6295166602924,20.379942366445,-0.750425706152605,0.138749729273154,0.294821970147459,"stable",1.37368669603267
"LPE 17:1","Com_11226_neg","LPE 17:1","C22 H44 N O7 P",465.28547,9.268,464.2782,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",1883663.778,1501117.323,1208904.787,714583.2728,599632.4215,2128319.916,19.8872483586867,20.5226615150239,-0.635413156337162,0.473766948206289,0.436130601528182,"stable",0.776381955598041
"LPI 16:2","Com_11269_neg","LPI 16:2","C25 H45 O12 P",568.26516,8.408,567.25789,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",413148.921,419090.6818,364858.5382,316347.776,325147.0951,345499.2612,18.3267360123241,18.6033943276571,-0.276658315333023,0.108029866393557,0.277166793095855,"stable",1.46545155285942
"LPI 18:2","Com_11421_neg","LPI 18:2","C27 H49 O12 P",596.29652,9.162,595.28925,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",613148.8642,402060.7036,431002.8233,309102.9619,253938.3818,943476.001999999,18.6798243977795,18.8534231546332,-0.173598756853632,0.816789328724682,0.555761953939992,"stable",0.230633484126236
"(±)10(11)-EpDPA","Com_11535_neg","(±)10(11)-EpDPA","C22 H32 O3",344.2352,8.213,343.22792,"Full match","No results","Full match",NA,NA,NA,NA,1594556.017,1367686.172,1936100,1331020.355,1380496.145,1415372.215,20.3912022349227,20.6242503957819,-0.233048160859219,0.226579025442698,0.342195830508695,"stable",1.03022402301723
"11(Z),14(Z)-Eicosadienoic Acid","Com_11577_neg","11(Z),14(Z)-Eicosadienoic Acid","C20 H36 O2",308.27157,10.902,307.26429,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",839628.714900001,704622.8068,391950.0012,207035.4531,373916.9148,802928.1612,18.5955959704682,19.228731243973,-0.633135273504788,0.551779885482987,0.461658960401314,"stable",0.72150010579764
"LPI 17:1","Com_11758_neg","LPI 17:1","C26 H49 O12 P",584.29636,9.561,583.28908,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",345525.0806,329773.6694,298764.6227,253085.4166,272211.2619,933577.3491,18.6120140382604,18.3060657988645,0.305948239395907,0.693041643683556,0.514917669049029,"stable",0.401465961137174
"2-Methoxyestrone","Com_11768_neg","2-Methoxyestrone","C19 H24 O3",300.17265,7.264,299.16537,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",291433.5763,341194.0175,288158.0635,176428.4384,427645.2683,419455.1095,18.2709785159156,18.2231804220319,0.0477980938837348,0.913866773943988,0.583287362119028,"stable",0.0924896128238772
"PE O-16:1_22:4","Com_11773_neg","PE O-16:1_22:4","C43 H78 N O7 P",751.54852,10.574,750.54124,"No results","Full match","No results",NA,NA,NA,NA,125779.745,480663.2877,280140.093,125303.428,296214.5905,219680.5436,17.6187990374135,17.9703320431468,-0.351533005733337,0.220922015976985,0.339844137477442,"stable",0.421815732112331
"LNAPE 20:4/N-2:0","Com_11786_neg","LNAPE 20:4/N-2:0","C27 H46 N O8 P",543.29635,9.601,542.28907,"No results","Full match","No results",NA,NA,NA,NA,372638.1242,184316.2661,390980.615,192839.5225,155958.5505,1460675.04,18.4286827286388,18.1919923938073,0.236690334831504,0.808373068644472,0.55320332185946,"stable",0.179807316788902
"PC 16:0_18:2;O","Com_11806_neg","PC 16:0_18:2;O","C42 H80 N O9 P",819.56315,11.701,818.55588,"No results","Invalid mass","No results",NA,NA,NA,NA,837888.743600001,639408.7275,494487.499,965314.477499999,667771.9495,2181876.181,20.0955910865764,19.2927842004712,0.802806886105259,0.35391329669222,0.388583749857745,"stable",0.978621521390815
"Cyclohexylsulfamate","Com_11819_neg","Cyclohexylsulfamate","C6 H13 N O3 S",179.06162,2.158,178.05434,"No results","No results","Full match","Organic acids and derivatives","Sulfamic acid derivatives","Cyclamates","Cyclamates",333220.9988,296397.9878,314874.7376,523222.2355,333413.3008,339013.1397,18.571666042019,18.2625714700831,0.309094571935884,0.213975844172393,0.336834349772333,"stable",0.959559481921345
"11-Epiprostaglandin E1","Com_12000_neg","11-Epiprostaglandin E1","C20 H34 O5",336.2277,8.74,335.22042,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1138377.003,1132263.936,1199884.593,943907.6844,1126910.939,1385671.791,20.1181274888427,20.1412633594749,-0.0231358706322204,0.882455867736553,0.574762012477641,"stable",0.118107909903497
"LPI 20:5","Com_12009_neg","LPI 20:5","C29 H47 O12 P",618.28106,8.73,617.27378,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",564197.1466,474584.7942,531560.5069,313351.241,213897.1166,986739.1681,18.6254293139439,18.9940068637548,-0.368577549810905,0.621060569133021,0.487509327720507,"stable",0.442413306364367
"N-Methylhydantoin","Com_12076_neg","N-Methylhydantoin","C4 H6 N2 O2",114.04296,1.465,113.03569,"No results","No results","Full match","Organoheterocyclic compounds","Azolines","Imidazolines","Imidazolines",1373092.204,1760369.09,1623462.813,4335366.459,2057771.528,2898475.844,21.4957456423211,20.5890288327658,0.906716809555324,0.160705370427214,0.308278144451057,"stable",1.34541997796328
"5-Phosphoribosyl 1-pyrophosphate","Com_12199_neg","5-Phosphoribosyl 1-pyrophosphate","C5 H13 O14 P3",389.95209,1.638,388.94481,"No results","No results","Full match",NA,NA,NA,NA,291499.116,442311.4941,596722.1771,921632.984300001,503879.5365,367341.4903,19.0811048315255,18.6981783534376,0.382926478087931,0.633960442024444,0.492646745147505,"stable",0.603070127069495
