"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid","Com_8212_neg","4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid","C11 H18 O8",278.09791,6.701,277.09064,"Invalid mass","No results","No results",NA,NA,NA,NA,1594516.679,1357477.362,3492431.279,1327234.13,1915976.479,1573963.359,20.5985368017805,20.9043282544918,-0.30579145271135,0.586331500882584,0.541292193708799,"stable",0.587117888477867
"Gamma-Glu-Leu","Com_8356_neg","Gamma-Glu-Leu","C11 H20 N2 O5",260.13713,4.126,259.12985,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",4826426.42,5786973.816,2163345.473,3657816.259,3558705.422,3039787.03,21.7003370272704,21.9039114275039,-0.203574400233499,0.626832555566554,0.553033467650888,"stable",0.406217785772782
"LPG 20:3","Com_8389_neg","LPG 20:3","C26 H47 O9 P",534.29616,9.24,533.28888,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",174573.0062,170721.9006,540280.284800001,163506.0523,177995.3572,181291.519,17.4094721696921,17.9460360331913,-0.536563863499104,0.411567286687166,0.49754506924331,"stable",0.796231594476362
"LNAPE 16:1/N-17:0","Com_8399_neg","LNAPE 16:1/N-17:0","C38 H74 N O8 P",703.51606,10.331,702.50878,"No results","Full match","No results",NA,NA,NA,NA,4318741.744,3382143.431,2888404.501,5201469.725,11068817.98,11222435.52,23.0434560667963,21.7311757982103,1.31228026858602,0.130393083597757,0.373786404276178,"stable",1.5484961045055
"D-Fructose 6-phosphate","Com_8408_neg","D-Fructose 6-phosphate","C6 H13 O9 P",260.02989,2.153,259.02262,"No results","No results","Full match",NA,NA,NA,NA,2413285.811,2987417.399,2295037.587,3225862.894,3466546.207,3120778.391,21.6399319116834,21.2810403668605,0.358891544822956,0.0384662351677685,0.342255100165951,"up",1.4920834534186
"4-tert-butylphenol","Com_8460_neg","4-tert-butylphenol","C10 H14 O",150.10443,6.884,149.09716,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes",2463101.889,2027327.761,1588601.011,2005534.048,2060045.13,2013893.206,20.9504517638401,20.9275060641868,0.0229456996533663,0.91234206095946,0.637933397039984,"stable",0.113483941509743
"12-Epileukotriene B4","Com_8479_neg","12-Epileukotriene B4","C20 H32 O4",372.20097,4.665,371.1937,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Leukotrienes",3205728.328,2042625.504,2286048.454,3861912.745,1959620.374,1959145.417,21.2282733194524,21.2328795275781,-0.00460620812569346,0.977463729352517,0.65370199740706,"stable",0.0110083462077767
"3-amino-1H-pyrazolo[4,3-c]pyridine-4,6-diol","Com_8487_neg","3-amino-1H-pyrazolo[4,3-c]pyridine-4,6-diol","C6 H6 N4 O2",166.04771,1.715,165.04044,"Invalid mass","No results","No match",NA,NA,NA,NA,1053510.586,1128910.306,750557.0814,1039115.163,1019570.607,1016011.282,19.9669797906967,19.8769583619246,0.0900214287721433,0.662044867257954,0.562492299382572,"stable",0.435881857397912
"Glycolithocholic acid","Com_8578_neg","Glycolithocholic acid","C26 H43 N O4",433.31928,8.157,432.312,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",2616361.268,2064392.192,2233734.906,2152680.404,1692738.284,2009065.661,20.8889078347419,21.1291475100292,-0.24023967528726,0.0314991380519979,0.335333725824716,"stable",1.16463070105975
"Isovaleric acid","Com_8661_neg","Isovaleric acid","C5 H10 O2",102.06815,5.509,101.06087,"No results","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",905441.736100001,1814853.088,701168.915299999,2518678.68,2173517.139,1956444.247,21.0718794200853,19.9996953776689,1.07218404241637,0.118449200869556,0.365271820865768,"stable",1.42671073653578
"PC 16:1_20:5","Com_8689_neg","PC 16:1_20:5","C44 H76 N O8 P",823.53757,11.344,822.53029,"No results","Invalid mass","No results",NA,NA,NA,NA,1922014.183,2344020.381,3668198.275,6296280.42599999,4521615.6,130553.8646,20.5629203077289,21.2804604754015,-0.717540167672599,0.760765525462804,0.595010018543337,"stable",0.353319748095271
"LPG 18:0","Com_8747_neg","LPG 18:0","C24 H49 O9 P",512.31156,11.746,511.30428,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",220796.0112,219367.2239,428011.4424,221843.9546,262949.0757,237902.757,17.8745406930204,18.0675442948035,-0.193003601783083,0.623001992385482,0.551960479363355,"stable",0.513532814073483
"LNAPE 16:1/N-22:4","Com_8802_neg","LNAPE 16:1/N-22:4","C43 H76 N O8 P",765.54607,10.487,764.5388,"No results","Invalid mass","No results",NA,NA,NA,NA,1338729.476,1316852.284,924843.684200001,2476098.555,8020711.815,4063833.869,22.0431153831287,20.1666483788979,1.87646700423078,0.0672805652242929,0.356502765597575,"stable",1.58902852649198
"PE 16:0_20:3","Com_8870_neg","PE 16:0_20:3","C41 H76 N O8 P",741.53799,11.051,740.53072,"No results","Invalid mass","No results",NA,NA,NA,NA,1962270.373,1291208.511,1390231.858,1649052.08,2131320.846,3507098.46,21.1394561317181,20.5370923500149,0.602363781703122,0.321974245272157,0.475148378159736,"stable",1.1480132806841
"L-Saccharopine","Com_8887_neg","L-Saccharopine","C11 H20 N2 O6",276.13224,4.989,275.12496,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",2354953.448,2829697.05,1705719.376,2910801.074,2227792.753,2210785.413,21.2120986608988,21.100477389728,0.111621271170762,0.674376745050541,0.565663461056403,"stable",0.395840145614989
"nor-6β-Oxycodol","Com_8897_neg","nor-6β-Oxycodol","C17 H21 N O4",303.14321,4.806,302.13593,"Invalid mass","No results","No results","Benzenoids","Phenanthrenes and derivatives","Not available","Phenanthrenes and derivatives",9705183.807,8926924.27800001,2827537.827,4105670.565,3128521.732,3171121.219,21.7142659106919,22.5770569192312,-0.862791008539279,0.238977330827658,0.443311379345682,"stable",1.07532471902168
"PE O-16:0_20:5","Com_9060_neg","PE O-16:0_20:5","C41 H74 N O7 P",723.52125,11.353,722.51313,"No results","Full match","No results",NA,NA,NA,NA,51452.66951,48853.84292,36151.21256,49941.02093,61772.76483,51885.35402,15.7285535717844,15.4562997193437,0.272253852440697,0.243124425260809,0.445285692917952,"stable",1.07854858857
"PE 16:0_22:5","Com_9087_neg","PE 16:0_22:5","C43 H76 N O8 P",765.52636,11.804,764.51892,"No results","Invalid mass","No results",NA,NA,NA,NA,12678502.97,8224564.26000001,5927969.68999999,9023803.032,16648619.6,6404851.20399999,23.2349789993074,23.0221651759703,0.212813823337189,0.675236763361096,0.565976556268961,"stable",0.369082183948628
"LPE 16:2","Com_9140_neg","LPE 16:2","C21 H40 N O7 P",449.25436,8.404,448.24708,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",908544.936699999,1298633.946,821960.7962,3209988.702,2224073.757,3066510.471,21.415692145933,19.9168239341541,1.49886821177893,0.0536872997845546,0.351556108342772,"stable",1.71716100332024
"Nervonic acid","Com_9157_neg","Nervonic acid","C24 H46 O2",366.34957,11.466,365.34229,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",1432891.901,425351.5324,608611.4141,1432631.844,1354138.882,529365.0088,19.9443613581922,19.4546521119627,0.489709246229573,0.495936495064879,0.512512581297187,"stable",0.601777576409786
"XMP","Com_9189_neg","XMP","C10 H13 N4 O9 P",364.04191,1.822,363.03463,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",1838097.11,1080110.511,574878.661,1394565.227,826725.546700001,714074.4816,19.838049321037,19.9951423368915,-0.157093015854421,0.572625544429982,0.537311190396688,"stable",0.24971845254905
"11(E)-Eicosenoic Acid","Com_9244_neg","11(E)-Eicosenoic Acid","C20 H38 O2",310.28711,11.414,309.27984,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",397512.2282,565249.7019,1089460.381,664960.480499999,245036.5767,439878.8329,18.6640977740276,19.2547836060382,-0.590685832010607,0.469344525600599,0.508141289449304,"stable",0.806260425304849
"5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide","Com_9251_neg","5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide","C14 H18 N2 O3",262.13182,5.314,261.12466,"Full match","No results","Full match",NA,NA,NA,NA,592805.372300001,1186959.713,794263.6945,1182716.221,983924.419999999,1077217.393,20.0402461663482,19.6517656896291,0.388480476719131,0.400437173715275,0.495213442260783,"stable",0.987367355267066
"D-Glucarate","Com_9284_neg","D-Glucarate","C6 H10 O8",210.03748,1.583,209.0302,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glucuronic acid derivatives",2760743.073,2590394.243,1649747.392,2385379.687,1657691.599,1572716.795,20.8104530539594,21.1183930533557,-0.30793999939624,0.216940748111008,0.431907415495078,"stable",0.828758449839093
"Pyrithioxin","Com_9383_neg","Pyrithioxin","C16 H20 N2 O4 S2",368.08467,4.999,367.07739,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Methylpyridines","Methylpyridines",190139.2603,185169.7086,266540.5157,88637.6412600001,95775.90777,105524.7007,16.5567427519546,17.6863936118018,-1.1296508598472,0.00972896600998115,0.279044832108648,"down",1.72837442078505
"LPE 22:4","Com_9389_neg","LPE 22:4","C27 H48 N O7 P",529.31671,9.556,528.30943,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",1660446.976,660357.8382,1019100.477,793355.181499999,2511043.49,2815590.219,20.7608229688747,19.9849645257214,0.775858443153343,0.492013642188117,0.511859910593162,"stable",0.882450197848635
"PC 15:0_16:1","Com_9401_neg","PC 15:0_16:1","C39 H76 N O8 P",763.53716,10.164,762.52988,"No results","Invalid mass","No results",NA,NA,NA,NA,1018546.108,121381.1068,406787.4192,118323.2398,1838630.324,2009321.258,19.5336169198358,18.4937265835795,1.03989033625632,0.672950861017179,0.56528156456742,"stable",0.559042376895395
"LPS 20:4","Com_9421_neg","LPS 20:4","C26 H44 N O9 P",545.27308,9.778,544.26581,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",1104556.331,1456259.935,2238127.149,2200708.093,1222100.175,1302763.606,20.5345371242811,20.5475775317477,-0.0130404074666188,0.982482607444902,0.654860456035793,"stable",0.0296175164626381
"(±)13-HODE","Com_9424_neg","(±)13-HODE","C18 H32 O3",296.23495,9.189,295.22767,"Full match","No results","Full match",NA,NA,NA,NA,4755798.325,3627470.211,2931236.139,2393999.359,3306786.776,4177293.348,21.6140423186526,21.8182887358749,-0.204246417222311,0.684795547011117,0.569426344600761,"stable",0.571688136492124
"Deoxyinosine","Com_9435_neg","Deoxyinosine","C10 H12 N4 O4",252.08462,5.191,233.06689,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 2'-deoxyribonucleosides","Purine 2'-deoxyribonucleosides",837013.2477,1034264.271,860392.049399999,2599781.505,1644373.323,1420035.453,20.7988536360038,19.7898996776228,1.00895395838097,0.0844632712612122,0.360579283649129,"stable",1.58992581122988
"LPI 22:5","Com_9488_neg","LPI 22:5","C31 H51 O12 P",646.31236,9.639,645.30508,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1030524.22,1120086.279,2042999.164,800663.3114,404273.9882,516990.783,19.0718630212063,20.3441275332697,-1.27226451206339,0.116731262518304,0.365098038545992,"stable",1.51261287424558
"7-Ketolithocholic acid","Com_9543_neg","7-Ketolithocholic acid","C24 H38 O4",390.27731,7.864,389.27003,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",4084467.602,2767655.948,2819940.992,2935279.71,2705163.957,3307181.831,21.5031740335597,21.5963944440297,-0.0932204104699998,0.695490403654237,0.573221712779525,"stable",0.410134924303463
"3-Methoxytyramine","Com_9679_neg","3-Methoxytyramine","C9 H13 N O2",167.09494,6.329,166.08742,"No results","No results","Full match","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",894165.6181,883463.7128,731555.9847,1195869.109,759406.983499999,1194275.05,19.9706151694335,19.6678675504026,0.302747619030889,0.38354612342634,0.491462868683775,"stable",0.977505907010182
"LPS 19:1","Com_9680_neg","LPS 19:1","C25 H48 N O9 P",537.30684,9.597,536.29957,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",115805.7133,120028.0885,190197.726,130722.3134,120630.8285,124250.9943,16.9330942969655,17.077166636895,-0.144072339929473,0.609281554436785,0.548042190779228,"stable",0.537086687354746
"Prostaglandin A1 ethyl ester","Com_9686_neg","Prostaglandin A1 ethyl ester","C22 H36 O4",346.25074,8.435,345.24347,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",2178525.55,2261362.841,1564680.023,1569975.47,1220976.949,1703491.831,20.5006595729246,20.9137059640492,-0.413046391124549,0.294734893134529,0.466238105654166,"stable",1.23735032903426
"PC 14:0_22:6","Com_9726_neg","PC 14:0_22:6","C44 H76 N O8 P",823.53746,11.674,822.53018,"No results","Invalid mass","No results",NA,NA,NA,NA,1836680.556,2211375.732,2248656.863,5153739.291,2784470.206,1077377.769,21.2484174412008,20.995271378756,0.253146062444817,0.764045477292007,0.596046287583995,"stable",0.340697122305631
"Feruloyl Putrescine","Com_9798_neg","Feruloyl Putrescine","C14 H20 N2 O3",264.14754,5.398,263.14032,"No results","No results","Full match","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",2497554.426,777875.800900001,1604428.937,2159604.805,2362218.646,2039767.63,21.0580067853153,20.4782978160913,0.579708969223969,0.392528386488355,0.493490441422539,"stable",0.919493531460585
"LNAPE 16:0/N-24:4","Com_9877_neg","LNAPE 16:0/N-24:4","C45 H82 N O8 P",795.56492,10.821,794.55755,"No results","Invalid mass","No results",NA,NA,NA,NA,1911896.928,126282.1455,467726.1008,971356.316000001,1624472.704,282384.061,19.5428267620063,18.8827229607479,0.660103801258316,0.705434529102797,0.576691121473264,"stable",0.429534300105055
"Metanephrine","Com_9928_neg","Metanephrine","C10 H15 N O3",197.10516,5.772,196.09787,"No results","No results","Full match","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",3315568.315,2913547.755,2096722.246,2786453.883,2979816.593,3120661.813,21.4967371802376,21.3782915353586,0.118445644878975,0.672795745031539,0.565242335913516,"stable",0.510435686625297
"O-Phospho-L-serine","Com_9960_neg","O-Phospho-L-serine","C3 H8 N O6 P",185.00832,1.408,184.00162,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",1287587.544,1798865.177,1037551.323,822682.8022,1156119.474,874113.0671,19.8427654009723,20.3532153325147,-0.510449931542372,0.0604998086849987,0.354296004393029,"stable",1.23419373049917
"LPC 20:0","Com_10030_neg","LPC 20:0","C28 H58 N O7 P",597.40075,11.137,596.39347,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",132718.6852,264597.2841,379057.5528,280647.1062,110938.8765,92102.6987500001,17.1162529874084,17.8545026957477,-0.738249708339332,0.513421537924704,0.518499826504571,"stable",0.880544436143388
"Propionyl-L-carnitine","Com_10099_neg","Propionyl-L-carnitine","C10 H19 N O4",217.13153,5.441,216.12426,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",1722901.262,1218898.986,1420882.66,1204187.536,1790748.764,1543446.47,20.5098280640924,20.457303906897,0.0525241571953643,0.881492753058234,0.629951207083628,"stable",0.214719861195035
