"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Lysope 16:0","Com_7943_neg","Lysope 16:0","C21 H44 N O7 P",453.28574,8.463,452.27847,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-(1Z-alkenyl)-glycero-3-phosphoethanolamines",1221048.527,1027077.522,746797.682400001,557605.653,782196.191300001,19.333028323721,19.9000535594731,-0.567025235752098,0.199608106034953,0.303928285864498,"stable",1.10155835653864
"trans-10-Heptadecenoic acid","Com_7944_neg","trans-10-Heptadecenoic acid","C17 H32 O2",314.24567,7.877,313.23844,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",3132662.524,3151357.765,3221089.725,6062743.676,2910079.157,22.0020831818543,21.5952058214206,0.4068773604337,0.582842088335985,0.435610435954327,"stable",0.792396622274266
"o-Cresol","Com_7947_neg","o-Cresol","C7 H8 O",108.05759,5.229,107.05031,"No results","No results","Full match","Benzenoids","Phenols","Cresols","Ortho cresols",1551291.898,1469329.663,1758022.286,1573621.369,1808653.054,20.6860706406095,20.5990957874955,0.0869748531139969,0.558117838283123,0.424984927379907,"stable",0.581642413162457
"Dl-3-Hydroxy-kynurenine","Com_7967_neg","Dl-3-Hydroxy-kynurenine","C10 H12 N2 O4",224.0797,5.152,223.07239,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",204958.4764,187179.3697,251117.3199,192392.2622,287547.5657,17.843566174946,17.6990120169267,0.144554158019243,0.708636195495326,0.484112750233866,"stable",0.457879208627712
"LPA 12:0","Com_7983_neg","LPA 12:0","C15 H31 O7 P",354.17969,7.918,353.17242,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",180288.275,170365.5063,163841.1299,153549.9086,160526.2908,17.2603991009804,17.3867192773336,-0.1263201763532,0.09193804887886,0.259200591408075,"stable",1.22154605410986
"N'1-[1-(2-hydroxyphenyl)ethylidene]-3-methoxybenzene-1-carbohydrazide","Com_8064_neg","N'1-[1-(2-hydroxyphenyl)ethylidene]-3-methoxybenzene-1-carbohydrazide","C16 H16 N2 O3",284.11762,7.15,283.11035,"Invalid mass","No results","No results",NA,NA,NA,NA,2479600.984,5137794.28,3861885.543,2816786.978,1718216.759,21.0690498251695,21.8050894072062,-0.736039582036646,0.238235883039994,0.314100979321526,"stable",1.03246257483432
"4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid","Com_8212_neg","4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid","C11 H18 O8",278.09791,6.701,277.09064,"Invalid mass","No results","No results",NA,NA,NA,NA,5732575.47,3620178.77,3749306.015,3493274.542,3440499.505,21.7251676028515,22.0255245582081,-0.300356955356673,0.29396791358812,0.324749688716689,"stable",0.826258999614286
"Gamma-Glu-Leu","Com_8356_neg","Gamma-Glu-Leu","C11 H20 N2 O5",260.13713,4.126,259.12985,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",1307353.862,1303869.612,2080346.426,1626562.123,1631793.172,20.6357106357775,20.5403262645162,0.0953843712612787,0.71173239902906,0.485201654837171,"stable",0.289925950968378
"LPG 20:3","Com_8389_neg","LPG 20:3","C26 H47 O9 P",534.29616,9.24,533.28888,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",251783.4656,270283.199,225951.4692,241681.5539,229938.2523,17.8468174026403,17.9238632474975,-0.0770458448572171,0.429194624137518,0.37324439115103,"stable",0.626615177043139
"LNAPE 16:1/N-17:0","Com_8399_neg","LNAPE 16:1/N-17:0","C38 H74 N O8 P",703.51606,10.331,702.50878,"No results","Full match","No results",NA,NA,NA,NA,6922276.539,6616782.564,4414241.84,4219989.426,3233705.584,21.8167824278967,22.4847492760946,-0.667966848197878,0.105203056090337,0.267023833195951,"stable",1.2197469486981
"D-Fructose 6-phosphate","Com_8408_neg","D-Fructose 6-phosphate","C6 H13 O9 P",260.02989,2.153,259.02262,"No results","No results","Full match",NA,NA,NA,NA,2655649.104,2326967.146,2358011.644,2399074.604,1979321.805,21.0553106751334,21.2199306417983,-0.164619966664862,0.429827150960568,0.373455062778589,"stable",0.916356443969089
"4-tert-butylphenol","Com_8460_neg","4-tert-butylphenol","C10 H14 O",150.10443,6.884,149.09716,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes",2176918.21,2277542.286,2033783.087,2072101.065,2051117.331,20.975320765478,21.0428788564307,-0.0675580909526872,0.289550606478143,0.324033293390263,"stable",0.830030593822917
"12-Epileukotriene B4","Com_8479_neg","12-Epileukotriene B4","C20 H32 O4",372.20097,4.665,371.1937,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Leukotrienes",2458426.262,2891841.912,2979900.779,1807891.683,3572283.515,21.2771459834805,21.3998979242796,-0.122751940799045,0.844531142585609,0.527938105329571,"stable",0.282246876826697
"3-amino-1H-pyrazolo[4,3-c]pyridine-4,6-diol","Com_8487_neg","3-amino-1H-pyrazolo[4,3-c]pyridine-4,6-diol","C6 H6 N4 O2",166.04771,1.715,165.04044,"Invalid mass","No results","No match",NA,NA,NA,NA,968936.0101,930712.966,895442.806600001,983498.410500001,984666.160699999,19.908419174343,19.8287534694264,0.0796657049166285,0.136080407205735,0.280329987358776,"stable",1.13947439322377
"Glycolithocholic acid","Com_8578_neg","Glycolithocholic acid","C26 H43 N O4",433.31928,8.157,432.312,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",1432951.005,1522825.781,1296898.3,1305148.838,1191953.152,20.2503395061683,20.4318370802786,-0.181497574110335,0.158519996397149,0.288967472881636,"stable",1.12190341926261
"Isovaleric acid","Com_8661_neg","Isovaleric acid","C5 H10 O2",102.06815,5.509,101.06087,"No results","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",2602187.118,2174088.985,2608552.698,2461145.023,2663267.242,21.287832005447,21.2260303282681,0.0618016771788916,0.594374343406529,0.440433393054645,"stable",0.44143790168922
"PC 16:1_20:5","Com_8689_neg","PC 16:1_20:5","C44 H76 N O8 P",823.53757,11.344,822.53029,"No results","Invalid mass","No results",NA,NA,NA,NA,3452514.742,2044068.645,1781049.731,1537650.832,1125562.238,20.3272554532289,21.1488415764934,-0.821586123264503,0.112269282413258,0.270586467344945,"stable",1.17111968782328
"LPG 18:0","Com_8747_neg","LPG 18:0","C24 H49 O9 P",512.31156,11.746,511.30428,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",2006101.375,1898676.785,979898.805299999,1232450.692,1518549.708,20.3836806005965,20.5649330760031,-0.181252475406659,0.657033328529848,0.465261575781031,"stable",0.356190812699384
"LNAPE 16:1/N-22:4","Com_8802_neg","LNAPE 16:1/N-22:4","C43 H76 N O8 P",765.54607,10.487,764.5388,"No results","Invalid mass","No results",NA,NA,NA,NA,2070817.389,796826.4483,238860.6791,234133.0997,229455.6822,17.8224126936244,19.4838282564262,-1.66141556280183,0.206634404840264,0.306006685334436,"stable",0.985838674321473
"PE 16:0_20:3","Com_8870_neg","PE 16:0_20:3","C41 H76 N O8 P",741.53799,11.051,740.53072,"No results","Invalid mass","No results",NA,NA,NA,NA,2456169.545,2253315.511,860173.370000001,887256.9183,489340.7107,19.3297360901277,20.6819548555526,-1.35221876542488,0.132654025688063,0.2791060045758,"stable",1.15164229927163
"L-Saccharopine","Com_8887_neg","L-Saccharopine","C11 H20 N2 O6",276.13224,4.989,275.12496,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",1275560.952,1343367.139,1594728.912,1425509.461,1327997.939,20.3919338303483,20.4150007972588,-0.0230669669104628,0.848050624802885,0.528974417529547,"stable",0.156377736616787
"nor-6β-Oxycodol","Com_8897_neg","nor-6β-Oxycodol","C17 H21 N O4",303.14321,4.806,302.13593,"Invalid mass","No results","No results","Benzenoids","Phenanthrenes and derivatives","Not available","Phenanthrenes and derivatives",2559219.629,2708678.764,2764439.519,2551913.595,2611483.99,21.2997932398174,21.3516619955042,-0.0518687556867974,0.264534212126038,0.319596278189045,"stable",0.862244440869817
"PE O-16:0_20:5","Com_9060_neg","PE O-16:0_20:5","C41 H74 N O7 P",723.52125,11.353,722.51313,"No results","Full match","No results",NA,NA,NA,NA,75138.2633999999,234464.8213,1562601.409,2841705.025,184883.0656,19.4672894690882,18.2039301652306,1.26335930385761,0.648202314165669,0.461896567473323,"stable",0.486174310069198
"PE 16:0_22:5","Com_9087_neg","PE 16:0_22:5","C43 H76 N O8 P",765.52636,11.804,764.51892,"No results","Invalid mass","No results",NA,NA,NA,NA,16064646.06,15296969.65,11437115.32,10350843.34,5469530.342,22.8431152536155,23.7504494298392,-0.907334176223696,0.275500906045743,0.321625380992789,"stable",1.23679585881663
"LPE 16:2","Com_9140_neg","LPE 16:2","C21 H40 N O7 P",449.25436,8.404,448.24708,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",452630.2166,398221.7156,393348.3825,511230.926700001,663281.2235,19.1514383744709,18.6588779562598,0.492560418211092,0.20294939278062,0.304931056892287,"stable",1.34471927992085
"Nervonic acid","Com_9157_neg","Nervonic acid","C24 H46 O2",366.34957,11.466,365.34229,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",2395579.481,3436618.14,3026310.188,2069072.78,3571133.281,21.3742517553233,21.4778766036392,-0.103624848315942,0.838998827423211,0.52629986443704,"stable",0.258776617695192
"XMP","Com_9189_neg","XMP","C10 H13 N4 O9 P",364.04191,1.822,363.03463,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",584416.476600001,637274.7203,314681.082,381264.9222,384261.3009,18.546081221028,18.9005747193293,-0.35449349830127,0.384003760733847,0.357133188168482,"stable",0.687132011905362
"11(E)-Eicosenoic Acid","Com_9244_neg","11(E)-Eicosenoic Acid","C20 H38 O2",310.28711,11.414,309.27984,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",2215310.732,1691745.158,1126013.99,2408370.865,3484189.943,21.4660089920166,20.6239839309867,0.842025061029887,0.126549639057088,0.276790752242303,"stable",1.1769226224334
"5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide","Com_9251_neg","5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide","C14 H18 N2 O3",262.13182,5.314,261.12466,"Full match","No results","Full match",NA,NA,NA,NA,643137.600000001,748240.4976,786203.233499999,564312.8018,630316.4135,19.1859261292169,19.4641510698285,-0.278224940611594,0.105781286993682,0.267329520871335,"stable",1.21492827173805
"D-Glucarate","Com_9284_neg","D-Glucarate","C6 H10 O8",210.03748,1.583,209.0302,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glucuronic acid derivatives",519457.1104,496330.3042,574569.9374,514996.9044,553501.2291,19.026215614966,19.013236371015,0.0129792439510368,0.883453524935075,0.539151193121732,"stable",0.129480088620895
"Pyrithioxin","Com_9383_neg","Pyrithioxin","C16 H20 N2 O4 S2",368.08467,4.999,367.07739,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Methylpyridines","Methylpyridines",132351.0455,157285.6135,129986.6037,146411.7054,95978.6173799999,16.8550483920104,17.0883468933499,-0.233298501339565,0.581103163567117,0.434875969544511,"stable",0.726889244194582
"LPE 22:4","Com_9389_neg","LPE 22:4","C27 H48 N O7 P",529.31671,9.556,528.30943,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",7237478.16000001,6007370.40399999,4091211.186,2788105.795,3547039.696,21.5845189600638,22.4231514761621,-0.838632516098272,0.0671224037307482,0.244047988277058,"stable",1.27038267066314
"PC 15:0_16:1","Com_9401_neg","PC 15:0_16:1","C39 H76 N O8 P",763.53716,10.164,762.52988,"No results","Invalid mass","No results",NA,NA,NA,NA,3349662.628,3354761.352,1793658.339,1247900.687,698806.2791,19.8328023693023,21.3759455846754,-1.54314321537309,0.0940183407248317,0.260540094880981,"stable",1.35309422750173
"LPS 20:4","Com_9421_neg","LPS 20:4","C26 H44 N O9 P",545.27308,9.778,544.26581,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",694027.5519,531334.177999999,380643.1972,347114.2137,563019.179799999,18.7539377304841,18.9873243906452,-0.233386660161123,0.640725027712177,0.459014101954385,"stable",0.47854454806975
"(±)13-HODE","Com_9424_neg","(±)13-HODE","C18 H32 O3",296.23495,9.189,295.22767,"Full match","No results","Full match",NA,NA,NA,NA,5081128.332,4077510.234,4730898.24,3976773.211,4807208.695,22.0599674325011,22.1365524124504,-0.0765849799493488,0.690571334066056,0.477666521876381,"stable",0.417703044245825
"Deoxyinosine","Com_9435_neg","Deoxyinosine","C10 H12 N4 O4",252.08462,5.191,233.06689,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 2'-deoxyribonucleosides","Purine 2'-deoxyribonucleosides",907846.657900001,937523.0687,1197493.246,1404208.152,1557483.119,20.4960552368529,19.9407232877367,0.555331949116251,0.0336517043153279,0.217188660845552,"up",1.36573370427701
"LPI 22:5","Com_9488_neg","LPI 22:5","C31 H51 O12 P",646.31236,9.639,645.30508,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",373522.651,303670.058,198661.6956,641080.124900001,858367.0627,19.5006901745497,18.1076451838716,1.39304499067807,0.0270070421382961,0.213360012081316,"up",1.40150369203089
"7-Ketolithocholic acid","Com_9543_neg","7-Ketolithocholic acid","C24 H38 O4",390.27731,7.864,389.27003,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",3629596.588,3091283.434,2930593.021,3529540.638,3383791.952,21.7206292198662,21.6113044953348,0.109324724531383,0.362230903857826,0.34854450712214,"stable",0.712940030355741
"3-Methoxytyramine","Com_9679_neg","3-Methoxytyramine","C9 H13 N O2",167.09494,6.329,166.08742,"No results","No results","Full match","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",911424.749199999,736989.137799999,915520.384300001,808725.3025,841479.231699999,19.6539291818709,19.6977601114813,-0.0438309296104791,0.717606510113768,0.487254939569505,"stable",0.285588068599271
"LPS 19:1","Com_9680_neg","LPS 19:1","C25 H48 N O9 P",537.30684,9.597,536.29957,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",563752.011299999,542450.948899999,326759.6094,1319758.108,1233222.405,20.2829218367083,18.8239014834266,1.45902035328174,0.0254638474500927,0.212211835103949,"up",1.44367010820737
"Prostaglandin A1 ethyl ester","Com_9686_neg","Prostaglandin A1 ethyl ester","C22 H36 O4",346.25074,8.435,345.24347,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1194976.434,1473126.004,1838841.575,5317356.087,2310335.732,21.7409743683689,20.4964553006621,1.24451906770681,0.266308604033364,0.319934129779924,"stable",1.26854298487444
"PC 14:0_22:6","Com_9726_neg","PC 14:0_22:6","C44 H76 N O8 P",823.53746,11.674,822.53018,"No results","Invalid mass","No results",NA,NA,NA,NA,2275993.633,1058089.107,1244403.805,873210.9301,920027.6563,19.7736441836906,20.4593726900709,-0.685728506380311,0.176773340645225,0.296283567729999,"stable",1.043419956681
"Feruloyl Putrescine","Com_9798_neg","Feruloyl Putrescine","C14 H20 N2 O3",264.14754,5.398,263.14032,"No results","No results","Full match","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",1086061.406,1170481.831,1387568.351,1156773.213,1246335.42,20.1954677871702,20.2044909211312,-0.00902313396102983,0.943979706942114,0.555567517872231,"stable",0.0572995522599641
"LNAPE 16:0/N-24:4","Com_9877_neg","LNAPE 16:0/N-24:4","C45 H82 N O8 P",795.56492,10.821,794.55755,"No results","Invalid mass","No results",NA,NA,NA,NA,1693460.756,1428969.889,1212372.192,892589.285899999,1773743.776,20.2630015775757,20.4491628152239,-0.186161237648275,0.772278813076224,0.505608007685136,"stable",0.39250405080133
