"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"2-(4-fluorophenyl)quinoline","Com_5536_pos","2-(4-fluorophenyl)quinoline","C15 H10 F N",223.07662,7.093,224.0839,"Invalid mass","No results","No results",NA,NA,NA,NA,3809586.516,4322807.76,3277272.852,3722291.628,2797950.212,4145021.079,3625129.809,3029895.874,21.7094169072647,21.8496015324494,-0.140184625184752,0.407701020979785,0.369093168883904,"stable",0.667241513440532
"2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid","Com_5552_pos","2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid","C14 H20 N2 O3",264.14775,5.413,265.15502,"Full match","No results","Full match",NA,NA,NA,NA,2084113.682,2192025.536,3027040.376,2577498.889,2226240.393,3671463.415,3031624.998,3490090.146,21.4916269740825,21.1947707353288,0.296856238753698,0.234122462892435,0.286269668100842,"stable",0.971157056494391
"2-chloro-6-(3,5-dimethyl-1H-pyrazol-1-yl)benzonitrile","Com_5564_pos","2-chloro-6-(3,5-dimethyl-1H-pyrazol-1-yl)benzonitrile","C12 H10 Cl N3",231.05441,1.405,232.06168,"Invalid mass","No results","No results",NA,NA,NA,NA,9183965.65099999,13291189.01,9769352.27799999,7619879.63800001,7393919.29700001,10962431.01,6688226.129,7357303.47000001,22.9098493874075,23.3381613778053,-0.428311990397805,0.102612534424278,0.195569525796033,"stable",1.30099227526107
"LPC 15:0-SN1","Com_5567_pos","LPC 15:0-SN1","C23 H48 N O7 P",481.31746,9.097,482.32481,"No results","Full match","Full match",NA,NA,NA,NA,1280052.899,1086765.151,770709.979899999,491722.6958,541018.9942,394879.8839,583547.3912,1662698.329,19.2726889591846,19.9650697754118,-0.692380816227132,0.15166292627799,0.238767868186709,"stable",0.973841358421791
"2-mercapto-5-methyl-6-propylpyrimidin-4-ol","Com_5729_pos","2-mercapto-5-methyl-6-propylpyrimidin-4-ol","C8 H12 N2 O S",184.07018,1.258,185.07746,"Invalid mass","No results","No results",NA,NA,NA,NA,4742646.011,4490668.14300001,3353926.033,4519791.706,3707795.094,4440574.099,3255305.585,694187.001199999,21.4103192189629,21.9843929608439,-0.574073741881023,0.33282953559468,0.337642453366852,"stable",0.644059264602847
"7-(2-aminophenyl)heptanoic acid","Com_5730_pos","7-(2-aminophenyl)heptanoic acid","C13 H19 N O2",221.13938,5.948,222.14666,"Invalid mass","No results","No results",NA,NA,NA,NA,4296385.529,4520021.478,3786864.412,4238133.016,3922994.951,4049712.911,4855171.002,3485660.323,21.9624001851374,21.9983875198769,-0.035987334739481,0.752920524899254,0.491548140264015,"stable",0.24768940329576
"PC 36:5","Com_5736_pos","PC 36:5","C44 H78 N O8 P",784.49843,10.433,785.50672,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",720287.2504,663412.251800001,652364.102100001,653159.842,673113.0362,535964.8536,643144.512199999,573877.8708,19.2269024693325,19.3710256144735,-0.144123145141066,0.108454045434189,0.201351298800792,"stable",1.09900477546323
"6-phenyl-3,4-dihydro-1H-2,5-benzoxazocin-1-one","Com_5834_pos","6-phenyl-3,4-dihydro-1H-2,5-benzoxazocin-1-one","C16 H13 N O2",251.09835,6.109,252.10563,"Invalid mass","No results","No results",NA,NA,NA,NA,677199.1082,1253497.187,1982368.035,1324027.626,1879228.343,2148777.781,1208831.168,403249.447,20.2079579929712,20.1818470916181,0.0261109013531318,0.967917719057946,0.554131200522708,"stable",0.0324901943100528
"Trigonelline","Com_5854_pos","Trigonelline","C7 H7 N O2",137.04539,1.6,138.05267,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",4474468.53,4057233.395,4094965.471,3465899.066,5049678.62599999,4058171.318,4159553.894,6169642.51999999,22.0979419082924,22.0035898745052,0.0943520337872172,0.559429929098564,0.418033319354126,"stable",0.388679196099456
"Bilirubin","Com_5885_pos","Bilirubin","C33 H36 N4 O6",584.264,10.928,585.27131,"Full match","No results","Full match","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Bilirubins","Bilirubins",584620.274100001,1263580.067,641457.4378,236924.5909,257353.2649,225888.2497,224479.5243,589540.1903,18.1116327311396,19.5724066685669,-1.46077393742727,0.0267065324316574,0.0959495333272656,"down",1.60942839112152
"benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","Com_5905_pos","benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","C13 H10 N4 O4",286.06782,5.51,309.05759,"Invalid mass","No results","No results",NA,NA,NA,NA,5417407.29999999,5890118.668,4439134.559,3664822.257,4566651.34999999,2565095.602,2635230.194,508502.966,21.1007984812025,22.3136278034571,-1.2128293222546,0.0951267449575253,0.189433085349063,"stable",1.10097818877576
"Lidocaine N-oxide","Com_5909_pos","Lidocaine N-oxide","C14 H22 N2 O2",250.16843,5.54,251.17571,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1552884.009,2463774.138,1101912.47,1011006.595,542355.2872,1982527.849,2544196.028,2244731.924,20.4584079064278,20.6235118051176,-0.16510389868975,0.769745530958744,0.497072444418168,"stable",0.218451208461097
"6-Aminonicotinamide","Com_5911_pos","6-Aminonicotinamide","C6 H7 N3 O",137.0595,3.41,297.10843,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Nicotinamides",1131445.439,1067698.265,1053440.378,1834217.472,1431443.535,1540021.37,1665475.092,1509199.788,20.6006292521946,20.047495127344,0.553134124850619,0.000307779508313545,0.0240836159113055,"up",1.86565643585602
"LPC 32:2","Com_5959_pos","LPC 32:2","C40 H78 N O7 P",737.5341,10.728,738.54137,"No results","Invalid mass","No results",NA,NA,NA,NA,22601539.33,26254125.25,25998461.45,13023395,18480376.77,22827216.84,31658023.82,30157486.05,24.3960850841665,24.5692938012906,-0.173208717124073,0.516323863483875,0.404313736889173,"stable",0.431271891257464
"PC O-36:1","Com_5990_pos","PC O-36:1","C44 H88 N O7 P",773.63093,10.595,774.63751,"No results","Full match","No results",NA,NA,NA,NA,37736145.63,38041290.58,37271924.56,37875188.78,36570069.69,33648669.29,43560501.5,74284063.1199999,25.3652045039906,25.1673641910912,0.197840312899416,0.388061260840686,0.361517104927642,"stable",0.56739063531865
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","Com_6011_pos","(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","C14 H14 O4",246.08716,5.947,247.09444,"Invalid mass","No results","No results",NA,NA,NA,NA,10604676.95,9770565.35399999,432768.5302,7765244.96500001,8394814.23699999,6764370.78600001,7925501.92999999,7545705.341,22.8688972994096,21.7604813393073,1.10841596010222,0.541522035077393,0.411883007034689,"stable",0.75309216315021
"PC 40:6","Com_6016_pos","PC 40:6","C48 H84 N O8 P",855.57559,10.501,856.58287,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",11245017.12,12097457.14,17281690.72,14359903.83,14875915.8,6579782.972,7504039.416,6378895.18099999,23.139147517528,23.6645746819049,-0.525427164376925,0.166343078594788,0.249126009309144,"stable",0.962181527186317
"PC 38:5","Com_6035_pos","PC 38:5","C46 H82 N O8 P",829.5604,9.833,830.56768,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",45761360.42,43383787.37,42560105.79,47475284.8500001,39486251.66,22368267.15,26134926.66,22070998.97,24.837118987439,25.3870925587276,-0.549973571288639,0.0701638656780483,0.164292416263092,"stable",1.1951441116082
"6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","Com_6043_pos","6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","C11 H16 O5",250.08216,5.8,251.08945,"Invalid mass","No results","No results",NA,NA,NA,NA,3098421.032,3036778.7,3358303.891,2976708.63,3308039.043,2159329.8,2943687.901,2757704.404,21.4178426544812,21.5921711569067,-0.17432850242545,0.177681723220409,0.256460912408211,"stable",0.89991413011383
"3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","Com_6083_pos","3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","C15 H9 N O2 S",284.06218,1.488,285.0693,"Invalid mass","No results","No results",NA,NA,NA,NA,9066719.01700001,8839037.547,8822494.572,9394161.89700001,12034158.86,7378323.478,10622178.23,9380930.94700001,23.2001405165388,23.086787402993,0.113353113545848,0.388810526873839,0.361814200981454,"stable",0.56709562305279
"PC O-38:10","Com_6132_pos","PC O-38:10","C46 H74 N O7 P",783.50805,10.494,784.51565,"No results","Invalid mass","No results",NA,NA,NA,NA,32891102.16,1899778.24,29383689.22,379059.6282,512582.426100001,322816.6673,387371.9827,346859.4845,18.5534394427483,23.545701938799,-4.99226249605068,0.0645345933770987,0.157350846060818,"stable",1.79510166137896
"6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","Com_6141_pos","6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","C10 H12 N2 O S",208.07139,5.469,209.07866,"Invalid mass","No results","No results",NA,NA,NA,NA,5116896.902,4744197.861,6524067.154,7750437.282,3348760.846,5532235.146,14237121.88,5670396.706,22.6317291352982,22.3673035618718,0.264425573426415,0.505863599151825,0.401341358264057,"stable",0.448575029309399
"2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","Com_6171_pos","2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","C10 H13 N O2 S",211.06686,4.69,212.07414,"Full match","No results","No results",NA,NA,NA,NA,1202537.113,1128026.268,1097511.617,1106370.034,1009344.834,872977.499400001,1009589.207,876062.452000001,19.8887972735408,20.1229413339163,-0.234144060375499,0.0232191133837597,0.090752775998976,"stable",1.43434856178455
"4-oxododecanedioic acid","Com_6177_pos","4-oxododecanedioic acid","C12 H20 O5",266.11341,5.941,267.1207,"Invalid mass","No results","No results",NA,NA,NA,NA,13585524.25,12932819.02,6241629.315,12800206.45,13335823.36,11621392.11,6908515.323,7060086.23400001,23.2439891028664,23.2978638651194,-0.0538747622529989,0.905022270485595,0.537476883564,"stable",0.113742647239693
"3-(3,4,5-trimethoxyphenyl)propanoic acid","Com_6197_pos","3-(3,4,5-trimethoxyphenyl)propanoic acid","C12 H16 O5",222.08712,5.698,223.0944,"Invalid mass","No results","No results",NA,NA,NA,NA,9276445.84299999,7674624.49599999,7429275.465,8551163.62800001,7260109.79699999,10980160.1,12745022.36,6729811.51600001,23.0986420500062,22.9471985173343,0.151443532671959,0.481438585262301,0.394086143692816,"stable",0.4899783772241
"2-Hydroxybutyric acid","Com_6210_pos","2-Hydroxybutyric acid","C4 H8 O3",104.04756,2.684,231.08432,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",7286334.64800001,7798742.527,6019798.181,6044084.988,7193318.264,5898285.209,10151035.5,8317229.228,22.8119955614828,22.7376185356603,0.0743770258224394,0.700766843742307,0.473625724611573,"stable",0.283287733941966
"N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide","Com_6290_pos","N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide","C15 H24 N2 O4 S",328.14659,5.685,346.1803,"Full match","No results","No results",NA,NA,NA,NA,502159.2725,677657.250800001,637949.543300001,983254.1212,2087015.637,681975.4808,962301.1961,275451.7289,19.64542882318,19.1970215112514,0.448407311928644,0.407101961860144,0.368868410011215,"stable",0.550192318095189
"PC O-35:6","Com_6324_pos","PC O-35:6","C43 H76 N O7 P",749.5314,11.068,750.53868,"No results","Invalid mass","No results",NA,NA,NA,NA,2028749.516,2940029.167,5813496.667,4872704.577,3405865.931,1757377.136,2568854.986,2909903.098,21.4852215282272,21.636844364799,-0.151622836571789,0.782821103294075,0.501283461377992,"stable",0.267899449846691
"L-Methionine sulfone","Com_6345_pos","L-Methionine sulfone","C5 H11 N O4 S",181.04123,1.391,182.04851,"No results","No results","Full match",NA,NA,NA,NA,1175185.538,1358939.104,1782222.027,2760258.045,2673709.34,5872041.863,2383119.175,3225455.422,21.6075409721052,20.4345840468721,1.17295692523306,0.00683342960144567,0.0510889939664389,"up",1.6398654987142
"NPH","Com_6415_pos","NPH","C15 H22 N6 O5",366.1601,8.321,367.16737,"Invalid mass","No results","No results",NA,NA,NA,NA,2761334.409,2656564.977,2405177.379,2411355.264,2466989.317,1460127.084,2144407.094,1617866.461,20.9142407639415,21.311925539316,-0.397684775374511,0.0600616810146667,0.151412623834047,"stable",1.22331913138206
"TLK","Com_6429_pos","TLK","C16 H32 N4 O5",360.23934,6.39,361.24661,"Invalid mass","No results","No results",NA,NA,NA,NA,6582749.57600001,7373050.099,5610604.56200001,5274289.79400001,6098543.018,5566443.705,9062534.258,6859908.087,22.6200288008961,22.6279379392083,-0.0079091383121721,0.966356815201698,0.55373240923165,"stable",0.0317830225742195
"6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one","Com_6476_pos","6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one","C22 H18 N2 O6",444.07745,11.023,445.08472,"Invalid mass","No results","No results",NA,NA,NA,NA,497431.0958,6567522.055,6190045.42600001,676730.6078,4836330.127,3881087.937,694288.095699999,6253672.80199999,21.0886360638995,21.3775244824422,-0.288888418542687,0.849934361326417,0.521833303911441,"stable",0.180855032144606
"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one","Com_6499_pos","(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one","C15 H20 N2 O",266.13799,2.562,267.14527,"Invalid mass","No results","No results",NA,NA,NA,NA,2550220.788,2085560.948,1885151.269,2726934.934,8040746.47000001,5121957.78900001,6805548.491,2011987.784,22.0488961829043,21.0401478768483,1.00874830605599,0.0568484740260361,0.146891906916908,"stable",1.23920161470276
"D-Raffinose","Com_6546_pos","D-Raffinose","C18 H32 O16",526.15128,1.446,527.15856,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",496604.5639,766500.083399999,480375.1027,460051.331499999,569641.5399,800012.1391,1266396.116,947394.089799999,19.5333389928798,19.1144887573793,0.41885023550055,0.263230593085221,0.300745894882638,"stable",0.818464747203425
"Dl-2-Amino-3-phosphonopropionic acid","Com_6584_pos","Dl-2-Amino-3-phosphonopropionic acid","C3 H8 N O5 P",169.01471,1.317,170.02199,"No results","No results","Full match",NA,NA,NA,NA,16878640.25,15764107.39,17882710.06,15109255.71,19352970.47,44772413.53,10749754.54,30623227.3,24.3394022156354,24.0036325160946,0.335769699540847,0.411855653713673,0.370641344996978,"stable",0.540260896525877
"N-Methyldioctylamine","Com_6625_pos","N-Methyldioctylamine","C17 H37 N",255.29283,8.599,256.30011,"Full match","No results","No results",NA,NA,NA,NA,800809.9689,5360568.77799999,614691.796400001,642818.6014,489597.0658,2756877.102,576707.813,4337566.029,20.1551652786687,20.3981862558834,-0.243020977214687,0.847439035892217,0.521099603444726,"stable",0.17518868453887
"SM 9:1;2O/32:4","Com_6649_pos","SM 9:1;2O/32:4","C46 H85 N2 O6 P",792.61095,11.584,793.61823,"No results","Full match","No results",NA,NA,NA,NA,1177697.835,1070066.046,1011712.34,13103933.45,9901796.13999999,7677797.45100001,6668861.421,3986962.098,22.8701767970441,20.0483913767535,2.82178542029053,0.000427106970103103,0.025331524647251,"up",1.89294501647475
"3-(1-naphthylmethylidene)indolin-2-one","Com_6667_pos","3-(1-naphthylmethylidene)indolin-2-one","C19 H13 N O",271.09995,6.786,272.10723,"Full match","No results","No results",NA,NA,NA,NA,341544.0698,403927.4253,329080.4992,393789.0398,304125.7749,288620.8364,300382.3239,266408.0652,18.2319813111124,18.4445099356395,-0.212528624527124,0.161604229253143,0.245894364903518,"stable",1.03686550531049
"L-Argininosuccinate","Com_6672_pos","L-Argininosuccinate","C10 H18 N4 O6",290.12297,5.577,291.13025,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",371945.8086,355681.7307,349114.1262,333098.1967,333424.0253,283462.2911,339981.6798,282350.7823,18.2575220884064,18.4527664902828,-0.195244401876408,0.0295992419250822,0.10056280471558,"stable",1.38307319883205
"LPC 30:0","Com_6682_pos","LPC 30:0","C38 H78 N O7 P",713.53386,10.212,714.54114,"No results","Invalid mass","No results",NA,NA,NA,NA,25959709.33,24330363.97,24871882.23,29402297.48,27344735.23,10985733.3,23505654.76,17588210.07,24.2915846030299,24.5780126050784,-0.28642800204851,0.33187117051882,0.337190642327343,"stable",0.639650923358998
"1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","Com_6781_pos","1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","C14 H11 N O S",482.11281,3.155,242.06368,"Invalid mass","No results","No results",NA,NA,NA,NA,1028295.065,1134140.927,1069980.072,2067247.543,2099043.86,3838636.683,2146778.938,4749998.494,21.4131962056649,20.0380479511468,1.37514825451813,0.00519444147644883,0.047599878838467,"up",1.70664094507633
"N6-Acetyl-L-lysine","Com_6798_pos","N6-Acetyl-L-lysine","C8 H16 N2 O3",188.11647,1.773,189.12376,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",8416554.95399999,7957453.89800001,9067296.64399999,9287252.717,7927047.458,13645269.64,8462256.47699999,8805559.193,23.1699328776499,23.0136383064898,0.156294571160085,0.339906098151304,0.34093594112227,"stable",0.640579309573714
"D-Erythro-sphingosine 1-phosphate","Com_6799_pos","D-Erythro-sphingosine 1-phosphate","C18 H38 N O5 P",758.49931,8.79,380.25693,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","Phosphosphingolipids",10883806.61,9757132.142,6180494.25799999,4560716.739,4328926.48299999,13548132,6116409.254,35746875.74,23.0987129903383,23.0509988043621,0.04771418597619,0.942447625976639,0.547533522702541,"stable",0.0490597592658847
"Methanandamide","Com_6815_pos","Methanandamide","C23 H39 N O2",361.2959,10.351,362.30318,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",888180.671599999,1319668.39,284430.3703,257506.8228,332433.4028,227112.0678,377995.6098,446413.466299999,18.2812065547816,19.4033178876863,-1.12211133290466,0.228059129595701,0.2835115839473,"stable",1.29243836154829
