"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"3-Methoxy prostaglandin F1α","Com_4719_pos","3-Methoxy prostaglandin F1α","C21 H38 O6",408.24513,8.852,409.25241,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",419490.6675,399739.6157,2616510.562,375652.7976,437921.4602,424178.8485,18.6512220344702,19.5353976240914,-0.88417558962125,0.418371653355105,0.5332140386376,"stable",0.762895191092749
"Paraxanthine","Com_4734_pos","Paraxanthine","C7 H8 N4 O2",180.06345,1.722,198.09721,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",19710747.07,17608128.75,15871679.87,16383087.23,16675010.95,14084591.83,23.9015009002435,24.0740562940118,-0.172555393768295,0.0864832201933611,0.31952301848345,"stable",1.01184129064425
"3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","Com_4794_pos","3,5-di(2-furylmethylidene)tetrahydro-2H-pyran-4-one","C15 H12 O4",256.0696,2.404,257.07688,"Invalid mass","No results","No results",NA,NA,NA,NA,1400637.703,1463376.912,3239076.572,3566867.533,1460186.69,1488995.568,20.9166185466534,20.8418911708677,0.0747273757857805,0.926199726844981,0.713861839950093,"stable",0.110936830385205
"Scopolamine","Com_4826_pos","Scopolamine","C17 H21 N O4",303.15094,6.247,304.15822,"Invalid mass","No results","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",1217590.401,325506.2604,287131.8472,2894091.96,3324143.221,3018365.24,21.5515221351487,18.8864256850312,2.66509645011757,0.0639028409613132,0.29477767168879,"stable",1.53892471070165
"CAR 18:1","Com_4846_pos","CAR 18:1","C25 H48 N O4",443.36168,8.54,426.35843,"No results","Invalid mass","No results",NA,NA,NA,NA,207337.8272,530071.692,857658.767399999,1945131.321,383759.3569,1222907.505,19.8877207960213,18.7958320109918,1.09188878502947,0.427453797211774,0.536736190109587,"stable",0.878762514416359
"PC 34:2","Com_4877_pos","PC 34:2","C42 H80 N O8 P",779.54448,9.041,780.55176,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",65152465.7399999,83765543.2600001,51690199.51,41904239.99,66266142.44,112130634.2,26.0143222435241,25.966852486673,0.0474697568510543,0.938162840852351,0.716476068077381,"stable",0.08934173330991
"L-Tryptophan","Com_4890_pos","L-Tryptophan","C11 H12 N2 O2",204.09439,6.753,205.10167,"No results","Invalid mass","No results","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",9494844.45299999,8912538.526,7372540.18099999,8826453.034,8899761.199,6070052.206,22.8973383521706,23.0266160873109,-0.129277735140278,0.25256919093212,0.443329466725009,"stable",0.501085652598804
"N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","Com_4928_pos","N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide","C13 H17 Cl N2 O3 S",332.03653,1.343,333.04355,"Invalid mass","No results","No results",NA,NA,NA,NA,2398787.709,2048892.208,1095247.984,3523176.12,1862200.096,1783352.345,21.1143940584033,20.7410376130702,0.373356445333169,0.286403518121369,0.466785320216441,"stable",0.636648675695192
"Heptadecanoic Acid","Com_5018_pos","Heptadecanoic Acid","C17 H34 O2",292.23439,6.943,293.24165,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",4927036.124,7800456.645,4007554.221,5544154.482,4576135.676,8332374.75900001,22.5061769065561,22.3539021266383,0.152274779917779,0.799832006972436,0.682985580274861,"stable",0.336965635357037
"Norlidocaine","Com_5020_pos","Norlidocaine","C12 H18 N2 O",206.14228,5.393,207.14957,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid amides",3766916.733,4041204.297,4541129.942,3896776.294,4973199.623,4530138.22,22.0835720769028,21.9686421523473,0.114929924555494,0.343835613915477,0.499754487586013,"stable",0.699843564818371
"LPE 38:6","Com_5025_pos","LPE 38:6","C43 H76 N O7 P",749.53583,10.16,750.54319,"No results","Full match","No results",NA,NA,NA,NA,7894735.86,5402538.82499999,4816500.553,3396158.809,3602460.275,8066504.024,22.1398452352481,22.4924065239791,-0.352561288730961,0.603868126461757,0.619277004764654,"stable",0.620257205412099
"Zaleplon-d4","Com_5091_pos","Zaleplon-d4","C17 H11 [2]H4 N5 O",309.14831,5.518,310.15558,"Invalid mass","No results","No results",NA,NA,NA,NA,3648316.941,4204364.268,3936680.622,4111199.663,3311561.054,2945534.634,21.7067687067916,21.9036013727057,-0.196832665914073,0.400495043941439,0.525963149331667,"stable",0.932508857964622
"(-)-Epigallocatechin","Com_5117_pos","(-)-Epigallocatechin","C15 H14 O7",634.13396,1.92,635.14123,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",3761962.105,3244939.433,781172.1707,854212.732599999,2319428.808,2489517.591,20.6990029300763,21.0160316779989,-0.317028747922595,0.800886389908978,0.683270747296864,"stable",0.305943844202424
"Quinidine","Com_5129_pos","Quinidine","C20 H24 N2 O2",302.19991,5.93,325.18915,"Invalid mass","No results","No results","Alkaloids and derivatives","Cinchona alkaloids","Not available","Cinchona alkaloids",349780.9451,308081.7297,1919299.864,316713.5347,339672.5261,345386.4402,18.3481519740398,19.1737314915973,-0.825579517557429,0.423975592411276,0.535399678519576,"stable",0.751072750470338
"Methandrostenolone","Com_5226_pos","Methandrostenolone","C20 H28 O2",300.20937,9.046,323.19858,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",4715026.57,4476551.394,3283071.743,4028561.661,4042439.759,4733762.014,22.021061332568,21.9698018782934,0.051259454274625,0.850334983992647,0.696091646910828,"stable",0.242495159963973
"PC 16:0_17:1","Com_5274_pos","PC 16:0_17:1","C41 H80 N O8 P",745.55979,10.074,746.56707,"No results","Full match","No results",NA,NA,NA,NA,15700519,19648092.09,24202815.67,16791278.58,28315741.56,45346092.97,24.7302615493263,24.2202887885363,0.509972760789992,0.160787359202866,0.370138194969247,"stable",0.846867525575129
"3-(dimethylamino)-1-(5-methyl-3-phenyl-4-isoxazolyl)-2-propen-1-one","Com_5282_pos","3-(dimethylamino)-1-(5-methyl-3-phenyl-4-isoxazolyl)-2-propen-1-one","C15 H16 N2 O2",278.10056,1.667,279.10779,"Invalid mass","No results","No results",NA,NA,NA,NA,15924652.63,15267326.85,12985605.58,10624697.05,14314023.14,8851839.16599999,23.3964633527346,23.8063708913559,-0.409907538621269,0.122865816665594,0.345581090315942,"stable",1.17073251003859
"16(R)-HETE","Com_5314_pos","16(R)-HETE","C20 H32 O3",342.21758,8.097,343.22486,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",6729739.812,7087055.732,5887071.004,8031531.39100001,8116952.526,5798665.57000001,22.7856799716056,22.6426642860772,0.143015685528347,0.231452757107251,0.428942691861677,"stable",0.6416376463316
"PC 38:3","Com_5341_pos","PC 38:3","C46 H86 N O8 P",833.59118,11.737,834.59845,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",9729409.26900001,26053515.14,11742956.42,6037188.13599999,8351697.26499999,7304376.369,22.7731376633908,23.7780626044877,-1.00492494109689,0.0873313365926142,0.320315141277258,"stable",1.27493581643145
"4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol","Com_5348_pos","4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol","C18 H22 O4",302.15037,6.26,303.15766,"Full match","No results","No results",NA,NA,NA,NA,373397.5751,669563.952299999,2802692.687,1750711.89,499701.5085,439505.172500001,19.4719126395784,19.7605324993934,-0.288619859815068,0.857411799101433,0.697842090789316,"stable",0.229592939692527
"4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate","Com_5372_pos","4-(cyclohexylmethyl)-6-(2-thienyl)-2,3-dihydropyridazin-3-one hydrate","C15 H18 N2 O S",137.05965,4.818,297.10867,"Invalid mass","No results","No results",NA,NA,NA,NA,7878599.408,8365066.86300001,4121700.849,6423373.81199999,5828132.502,5731408.12800001,22.513320091822,22.6267539202116,-0.113433828389578,0.743086844778854,0.666842313077584,"stable",0.290912562880862
"FRH","Com_5379_pos","FRH","C21 H30 N8 O4",458.24154,9.518,459.24882,"Invalid mass","No results","No match",NA,NA,NA,NA,779516.8012,1066286.996,2882640.875,2298301.186,1168208.278,1181358.726,20.4866727353152,20.3517815479458,0.134891187369423,0.884711301631784,0.70440977860142,"stable",0.176672373843874
"N-Acetylsphingosine","Com_5395_pos","N-Acetylsphingosine","C20 H39 N O3",341.29336,7.728,364.28256,"Full match","No results","No results","Lipids and lipid-like molecules","Sphingolipids","Ceramides","Ceramides",386607.539,368858.536,1935179.833,357163.5817,430079.7877,408706.0244,18.6003914155248,19.3124181837891,-0.712026768264334,0.453615292570825,0.549926625535426,"stable",0.707462063776274
"LNK","Com_5513_pos","LNK","C16 H31 N5 O5",373.23702,6.758,374.24426,"Invalid mass","No results","No results",NA,NA,NA,NA,290602.5183,246263.8496,279628.3443,218095.3821,247480.7926,233380.1815,17.8279597531204,18.050561365516,-0.222601612395554,0.21224717527678,0.414388441901656,"stable",1.34292849965383
"2-(4-fluorophenyl)quinoline","Com_5536_pos","2-(4-fluorophenyl)quinoline","C15 H10 F N",223.07662,7.093,224.0839,"Invalid mass","No results","No results",NA,NA,NA,NA,4683724.417,4235217.544,4444560.628,3949107.688,5062694.842,3945264.003,22.0320865959404,22.0856129278204,-0.0535263318799295,0.765591624473303,0.673437463463656,"stable",0.355570707089096
"2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid","Com_5552_pos","2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid","C14 H20 N2 O3",264.14775,5.413,265.15502,"Full match","No results","Full match",NA,NA,NA,NA,3716106.341,4191211.269,6008730.503,3996045.466,4129204.787,4166093.675,21.9659459850407,22.1143083193566,-0.14836233431587,0.523318540942785,0.58499557864884,"stable",0.575837449358893
"2-chloro-6-(3,5-dimethyl-1H-pyrazol-1-yl)benzonitrile","Com_5564_pos","2-chloro-6-(3,5-dimethyl-1H-pyrazol-1-yl)benzonitrile","C12 H10 Cl N3",231.05441,1.405,232.06168,"Invalid mass","No results","No results",NA,NA,NA,NA,1610324.464,12883456.07,71765103.38,14201718.12,11616836.88,22058125.76,23.874694325662,23.4449051495297,0.429789176132289,0.791787919522903,0.680792967249795,"stable",0.228241489794326
"LPC 15:0-SN1","Com_5567_pos","LPC 15:0-SN1","C23 H48 N O7 P",481.31746,9.097,482.32481,"No results","Full match","Full match",NA,NA,NA,NA,874755.066499999,1164521.884,2153996.128,1498433.361,1202056.043,1236906.721,20.3168004997279,20.3094700454493,0.00733045427866585,0.988623209075936,0.726996698760789,"stable",0.0159258585702265
"2-mercapto-5-methyl-6-propylpyrimidin-4-ol","Com_5729_pos","2-mercapto-5-methyl-6-propylpyrimidin-4-ol","C8 H12 N2 O S",184.07018,1.258,185.07746,"Invalid mass","No results","No results",NA,NA,NA,NA,7936508.794,4401230.575,7869781.151,3637379.761,739453.281300001,3169106.884,20.962070830072,22.6324802321419,-1.67040940206985,0.0667591027470027,0.29799590864274,"stable",1.25313612547413
"7-(2-aminophenyl)heptanoic acid","Com_5730_pos","7-(2-aminophenyl)heptanoic acid","C13 H19 N O2",221.13938,5.948,222.14666,"Invalid mass","No results","No results",NA,NA,NA,NA,3111985.866,3486850.029,3057939.969,3971038.559,4380707.976,4041200.238,21.9767233203264,21.6156752051751,0.361048115151291,0.00355445140023021,0.160565855565529,"up",1.59448015834256
"PC 36:5","Com_5736_pos","PC 36:5","C44 H78 N O8 P",784.49843,10.433,785.50672,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",518078.8192,488123.6735,509372.4203,2312713.168,12879560.27,2821435.518,22.0625776224872,18.9460201987748,3.11655742371238,0.0610610904756808,0.291355009211475,"stable",1.5388510783869
"6-phenyl-3,4-dihydro-1H-2,5-benzoxazocin-1-one","Com_5834_pos","6-phenyl-3,4-dihydro-1H-2,5-benzoxazocin-1-one","C16 H13 N O2",251.09835,6.109,252.10563,"Invalid mass","No results","No results",NA,NA,NA,NA,1439061.233,1802758.379,3068551.379,2520199.614,1512651.542,957853.445,20.5544000798102,20.9291991587432,-0.37479907893302,0.654917210343486,0.638216962279505,"stable",0.586778582693508
"Trigonelline","Com_5854_pos","Trigonelline","C7 H7 N O2",137.04539,1.6,138.05267,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",4399957.19,3229241.639,1938156.419,3874960.159,4065398.08,3912105.374,21.9134096806848,21.5260252008885,0.387384479796292,0.379862146877115,0.51702570947406,"stable",0.842126276941139
"Bilirubin","Com_5885_pos","Bilirubin","C33 H36 N4 O6",584.264,10.928,585.27131,"Full match","No results","Full match","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Bilirubins","Bilirubins",676411.552200001,785203.157499999,2562134.136,631361.7484,639355.257399999,1340456.153,19.6362193966837,20.0797209330359,-0.443501536352201,0.22056128669625,0.420875770924907,"stable",0.516099445975899
"benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","Com_5905_pos","benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","C13 H10 N4 O4",286.06782,5.51,309.05759,"Invalid mass","No results","No results",NA,NA,NA,NA,396262.8721,1466558.971,2990231.547,4262833.078,1443543.968,591301.9785,20.5527001106289,20.1973092333292,0.355390877299694,0.851638543160248,0.696415603315149,"stable",0.25505620019528
"Lidocaine N-oxide","Com_5909_pos","Lidocaine N-oxide","C14 H22 N2 O2",250.16843,5.54,251.17571,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",2413122.561,2629914.668,2596164.006,2703395.068,2769504.284,3459642.466,21.4965762629819,21.2790014711201,0.217574791861747,0.165672781910149,0.373279296780951,"stable",1.1584179787549
"6-Aminonicotinamide","Com_5911_pos","6-Aminonicotinamide","C6 H7 N3 O",137.0595,3.41,297.10843,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Nicotinamides",4549903.766,4796899.652,3778661.968,6873952.568,5845611.491,5596105.056,22.5358741999152,22.0535064875625,0.48236771235274,0.0395649841101008,0.258842154314246,"up",1.49474303091902
"LPC 32:2","Com_5959_pos","LPC 32:2","C40 H78 N O7 P",737.5341,10.728,738.54137,"No results","Invalid mass","No results",NA,NA,NA,NA,17541583.49,19059963.19,14481925.32,2591297.755,22978364.27,23241162.6,23.4097316793725,24.012022576205,-0.602290896832532,0.634599731941024,0.630909190477333,"stable",0.471129913098895
"PC O-36:1","Com_5990_pos","PC O-36:1","C44 H88 N O7 P",773.63093,10.595,774.63751,"No results","Full match","No results",NA,NA,NA,NA,18491684.76,33374764.15,29228436.53,18245517.42,36550979.8,24603457.71,24.598934406656,24.6444989890339,-0.0455645823779598,0.719804181831909,0.65973285922919,"stable",0.100838852031027
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","Com_6011_pos","(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","C14 H14 O4",246.08716,5.947,247.09444,"Invalid mass","No results","No results",NA,NA,NA,NA,7007861.358,7351481.26899999,5265455.282,8257949.402,8676417.77300001,8374325.563,23.0078539379097,22.6260910644361,0.381762873473548,0.117451115897224,0.342519962309648,"stable",1.34785326949925
"PC 40:6","Com_6016_pos","PC 40:6","C48 H84 N O8 P",855.57559,10.501,856.58287,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",9386657.57,10262913.9,9115629.925,3650362.111,7840949.17400001,2379444.179,21.9614660701104,23.1910093649833,-1.22954329487294,0.112819926875421,0.339717032991793,"stable",1.32985258605705
"PC 38:5","Com_6035_pos","PC 38:5","C46 H82 N O8 P",829.5604,9.833,830.56768,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",30344730.95,36478743.28,31416246.73,21524704.8,40860355.08,59204439.72,25.1542968509868,24.9601676278814,0.19412922310541,0.680566309593332,0.64703923520824,"stable",0.375804655457488
"6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","Com_6043_pos","6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","C11 H16 O5",250.08216,5.8,251.08945,"Invalid mass","No results","No results",NA,NA,NA,NA,1897305.325,1790800.07,1621221.214,2230234.491,3109149.232,1438618.431,21.0377016568914,20.7521142700964,0.285587386794955,0.416075150147488,0.532306625417444,"stable",0.686134781751812
"3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","Com_6083_pos","3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","C15 H9 N O2 S",284.06218,1.488,285.0693,"Invalid mass","No results","No results",NA,NA,NA,NA,1999869.852,1353881.999,1345781.693,2204616.858,2065937.805,1979408.615,20.9890333146224,20.5533860755679,0.435647239054497,0.0989824938243312,0.330138816903188,"stable",1.28487666897565
"PC O-38:10","Com_6132_pos","PC O-38:10","C46 H74 N O7 P",783.50805,10.494,784.51565,"No results","Invalid mass","No results",NA,NA,NA,NA,312043.7407,281808.7685,283525.2722,1220171.784,1948243.227,5817504.971,21.1947881072176,18.1562878448407,3.03850026237689,0.049390940413141,0.275202138702874,"up",1.5759352091107
"6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","Com_6141_pos","6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","C10 H12 N2 O S",208.07139,5.469,209.07866,"Invalid mass","No results","No results",NA,NA,NA,NA,5958868.02699999,4956548.794,6192482.237,6132493.969,6169818.36,6472726.622,22.57692706909,22.4365325873419,0.140394481748135,0.251632089439942,0.442723346204861,"stable",0.975447474929987
"2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","Com_6171_pos","2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","C10 H13 N O2 S",211.06686,4.69,212.07414,"Full match","No results","No results",NA,NA,NA,NA,667109.6893,635685.3351,608594.689200001,612765.4126,707307.0263,661350.6988,19.3306694617599,19.2802133233433,0.0504561384165427,0.620875248229155,0.625803401981368,"stable",0.576712030667942
