"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","Com_5905_pos","benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","C13 H10 N4 O4",286.06782,5.51,309.05759,"Invalid mass","No results","No results",NA,NA,NA,NA,5417407.29999999,5890118.668,4439134.559,2565095.602,2635230.194,508502.966,20.525325129716,22.3136278034571,-1.78830267374112,0.116150836409812,0.227448226442294,"stable",1.21919209810209
"Lidocaine N-oxide","Com_5909_pos","Lidocaine N-oxide","C14 H22 N2 O2",250.16843,5.54,251.17571,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1552884.009,2463774.138,1101912.47,1982527.849,2544196.028,2244731.924,21.0985999450861,20.6235118051176,0.475088139968516,0.24251194049145,0.305242413883623,"stable",0.912107649038271
"6-Aminonicotinamide","Com_5911_pos","6-Aminonicotinamide","C6 H7 N3 O",137.0595,3.41,297.10843,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Nicotinamides",1131445.439,1067698.265,1053440.378,1540021.37,1665475.092,1509199.788,20.5824578863504,20.047495127344,0.534962759006444,0.0112975079456701,0.185562317744185,"up",1.59871491260445
"LPC 32:2","Com_5959_pos","LPC 32:2","C40 H78 N O7 P",737.5341,10.728,738.54137,"No results","Invalid mass","No results",NA,NA,NA,NA,22601539.33,26254125.25,25998461.45,22827216.84,31658023.82,30157486.05,24.735444112077,24.5692938012906,0.166150310786477,0.165605930949806,0.256751484129016,"stable",0.741402193479987
"PC O-36:1","Com_5990_pos","PC O-36:1","C44 H88 N O7 P",773.63093,10.595,774.63751,"No results","Full match","No results",NA,NA,NA,NA,37736145.63,38041290.58,37271924.56,33648669.29,43560501.5,74284063.1199999,25.5090375787293,25.1673641910912,0.341673387638068,0.423976232137223,0.387358439979189,"stable",0.738116644711775
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","Com_6011_pos","(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","C14 H14 O4",246.08716,5.947,247.09444,"Invalid mass","No results","No results",NA,NA,NA,NA,10604676.95,9770565.35399999,432768.5302,6764370.78600001,7925501.92999999,7545705.341,22.8182731734034,21.7604813393073,1.05779183409604,0.562272924399672,0.426490993925257,"stable",0.53569487437683
"PC 40:6","Com_6016_pos","PC 40:6","C48 H84 N O8 P",855.57559,10.501,856.58287,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",11245017.12,12097457.14,17281690.72,6579782.972,7504039.416,6378895.18099999,22.6979065615727,23.6645746819049,-0.966668120332137,0.0551167461611336,0.189755888120863,"stable",1.50162963917508
"PC 38:5","Com_6035_pos","PC 38:5","C46 H82 N O8 P",829.5604,9.833,830.56768,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",45761360.42,43383787.37,42560105.79,22368267.15,26134926.66,22070998.97,24.4833581765704,25.3870925587276,-0.903734382157182,0.00971382251860396,0.185043582292889,"down",1.60291569250712
"6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","Com_6043_pos","6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","C11 H16 O5",250.08216,5.8,251.08945,"Invalid mass","No results","No results",NA,NA,NA,NA,3098421.032,3036778.7,3358303.891,2159329.8,2943687.901,2757704.404,21.3087939530102,21.5921711569067,-0.283377203896446,0.175304656529879,0.263863281141339,"stable",1.14720221678017
"3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","Com_6083_pos","3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","C15 H9 N O2 S",284.06218,1.488,285.0693,"Invalid mass","No results","No results",NA,NA,NA,NA,9066719.01700001,8839037.547,8822494.572,7378323.478,10622178.23,9380930.94700001,23.1055791951917,23.086787402993,0.0187917921987513,0.920235150993289,0.534287648714737,"stable",0.0987763104598444
"PC O-38:10","Com_6132_pos","PC O-38:10","C46 H74 N O7 P",783.50805,10.494,784.51565,"No results","Invalid mass","No results",NA,NA,NA,NA,32891102.16,1899778.24,29383689.22,322816.6673,387371.9827,346859.4845,18.4225691459914,23.545701938799,-5.12313279280764,0.0686782350891878,0.199325215817103,"stable",1.44315728084246
"6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","Com_6141_pos","6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","C10 H12 N2 O S",208.07139,5.469,209.07866,"Invalid mass","No results","No results",NA,NA,NA,NA,5116896.902,4744197.861,6524067.154,5532235.146,14237121.88,5670396.706,22.8658678263939,22.3673035618718,0.498564264522063,0.461042845512862,0.398888132634477,"stable",0.764411685220619
"2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","Com_6171_pos","2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","C10 H13 N O2 S",211.06686,4.69,212.07414,"Full match","No results","No results",NA,NA,NA,NA,1202537.113,1128026.268,1097511.617,872977.499400001,1009589.207,876062.452000001,19.807198699747,20.1229413339163,-0.315742634169283,0.0686886331770111,0.199332398442473,"stable",1.45683787971218
"4-oxododecanedioic acid","Com_6177_pos","4-oxododecanedioic acid","C12 H20 O5",266.11341,5.941,267.1207,"Invalid mass","No results","No results",NA,NA,NA,NA,13585524.25,12932819.02,6241629.315,11621392.11,6908515.323,7060086.23400001,22.9804927354899,23.2978638651194,-0.317371129629457,0.420766769818412,0.386299089845449,"stable",0.555661149722115
"3-(3,4,5-trimethoxyphenyl)propanoic acid","Com_6197_pos","3-(3,4,5-trimethoxyphenyl)propanoic acid","C12 H16 O5",222.08712,5.698,223.0944,"Invalid mass","No results","No results",NA,NA,NA,NA,9276445.84299999,7674624.49599999,7429275.465,10980160.1,12745022.36,6729811.51600001,23.2246536639243,22.9471985173343,0.277455146590025,0.387206493157312,0.374570332274929,"stable",0.692630797092795
"2-Hydroxybutyric acid","Com_6210_pos","2-Hydroxybutyric acid","C4 H8 O3",104.04756,2.684,231.08432,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",7286334.64800001,7798742.527,6019798.181,5898285.209,10151035.5,8317229.228,22.9182197617319,22.7376185356603,0.180601226071548,0.536319279050727,0.418905889139923,"stable",0.545014647565767
"N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide","Com_6290_pos","N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide","C15 H24 N2 O4 S",328.14659,5.685,346.1803,"Full match","No results","No results",NA,NA,NA,NA,502159.2725,677657.250800001,637949.543300001,681975.4808,962301.1961,275451.7289,19.1089764447025,19.1970215112514,-0.0880450665488546,0.889915987166487,0.525942686257752,"stable",0.129119937406996
"PC O-35:6","Com_6324_pos","PC O-35:6","C43 H76 N O7 P",749.5314,11.068,750.53868,"No results","Invalid mass","No results",NA,NA,NA,NA,2028749.516,2940029.167,5813496.667,1757377.136,2568854.986,2909903.098,21.1700753665136,21.636844364799,-0.466768998285385,0.221222240557418,0.292586428417799,"stable",0.694603445165552
"L-Methionine sulfone","Com_6345_pos","L-Methionine sulfone","C5 H11 N O4 S",181.04123,1.391,182.04851,"No results","No results","Full match",NA,NA,NA,NA,1175185.538,1358939.104,1782222.027,5872041.863,2383119.175,3225455.422,21.7636406463423,20.4345840468721,1.32905659947013,0.115667499694626,0.227170641867752,"stable",1.37753068370283
"NPH","Com_6415_pos","NPH","C15 H22 N6 O5",366.1601,8.321,367.16737,"Invalid mass","No results","No results",NA,NA,NA,NA,2761334.409,2656564.977,2405177.379,1460127.084,2144407.094,1617866.461,20.7118236648485,21.311925539316,-0.600101874467466,0.0768657905608728,0.204941478645244,"stable",1.40633462564716
"TLK","Com_6429_pos","TLK","C16 H32 N4 O5",360.23934,6.39,361.24661,"Invalid mass","No results","No results",NA,NA,NA,NA,6582749.57600001,7373050.099,5610604.56200001,5566443.705,9062534.258,6859908.087,22.7431884698546,22.6279379392083,0.115250530646357,0.584889318345207,0.432988935275699,"stable",0.390590266095001
"6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one","Com_6476_pos","6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one","C22 H18 N2 O6",444.07745,11.023,445.08472,"Invalid mass","No results","No results",NA,NA,NA,NA,497431.0958,6567522.055,6190045.42600001,3881087.937,694288.095699999,6253672.80199999,21.2898256360395,21.3775244824422,-0.087698846402759,0.965418332829165,0.546192521950853,"stable",0.0458219182411576
"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one","Com_6499_pos","(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one","C15 H20 N2 O",266.13799,2.562,267.14527,"Invalid mass","No results","No results",NA,NA,NA,NA,2550220.788,2085560.948,1885151.269,5121957.78900001,6805548.491,2011987.784,21.9755780190308,21.0401478768483,0.935430142182447,0.182958868223028,0.269189671621999,"stable",1.06045787478257
"D-Raffinose","Com_6546_pos","D-Raffinose","C18 H32 O16",526.15128,1.446,527.15856,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",496604.5639,766500.083399999,480375.1027,800012.1391,1266396.116,947394.089799999,19.9118549390236,19.1144887573793,0.797366181644342,0.0130033277409846,0.185981827725462,"up",1.31727094927549
"Dl-2-Amino-3-phosphonopropionic acid","Com_6584_pos","Dl-2-Amino-3-phosphonopropionic acid","C3 H8 N O5 P",169.01471,1.317,170.02199,"No results","No results","Full match",NA,NA,NA,NA,16878640.25,15764107.39,17882710.06,44772413.53,10749754.54,30623227.3,24.5473433780337,24.0036325160946,0.54371086193914,0.445861579756867,0.394317073655602,"stable",0.65683533528765
"N-Methyldioctylamine","Com_6625_pos","N-Methyldioctylamine","C17 H37 N",255.29283,8.599,256.30011,"Full match","No results","No results",NA,NA,NA,NA,800809.9689,5360568.77799999,614691.796400001,2756877.102,576707.813,4337566.029,20.8601796184595,20.3981862558834,0.461993362576088,0.827317108855238,0.507730638997234,"stable",0.280796133367809
"SM 9:1;2O/32:4","Com_6649_pos","SM 9:1;2O/32:4","C46 H85 N2 O6 P",792.61095,11.584,793.61823,"No results","Full match","No results",NA,NA,NA,NA,1177697.835,1070066.046,1011712.34,7677797.45100001,6668861.421,3986962.098,22.4893761897835,20.0483913767535,2.44098481302997,0.00891320477009801,0.184712711836849,"up",1.58511389898319
"3-(1-naphthylmethylidene)indolin-2-one","Com_6667_pos","3-(1-naphthylmethylidene)indolin-2-one","C19 H13 N O",271.09995,6.786,272.10723,"Full match","No results","No results",NA,NA,NA,NA,341544.0698,403927.4253,329080.4992,288620.8364,300382.3239,266408.0652,18.1195115192824,18.4445099356395,-0.324998416357058,0.0266852396179581,0.187420609885714,"down",1.37252281765467
"L-Argininosuccinate","Com_6672_pos","L-Argininosuccinate","C10 H18 N4 O6",290.12297,5.577,291.13025,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",371945.8086,355681.7307,349114.1262,283462.2911,339981.6798,282350.7823,18.1983412953803,18.4527664902828,-0.254425194902545,0.121487149954473,0.230407687611539,"stable",1.31898446993435
"LPC 30:0","Com_6682_pos","LPC 30:0","C38 H78 N O7 P",713.53386,10.212,714.54114,"No results","Invalid mass","No results",NA,NA,NA,NA,25959709.33,24330363.97,24871882.23,10985733.3,23505654.76,17588210.07,23.9812459009343,24.5780126050784,-0.596766704144066,0.227768634470607,0.296123538991619,"stable",1.11027974329936
"1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","Com_6781_pos","1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","C14 H11 N O S",482.11281,3.155,242.06368,"Invalid mass","No results","No results",NA,NA,NA,NA,1028295.065,1134140.927,1069980.072,3838636.683,2146778.938,4749998.494,21.6951334741183,20.0380479511468,1.65708552297157,0.0476479403588258,0.189064429560999,"up",1.50538230869987
"N6-Acetyl-L-lysine","Com_6798_pos","N6-Acetyl-L-lysine","C8 H16 N2 O3",188.11647,1.773,189.12376,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",8416554.95399999,7957453.89800001,9067296.64399999,13645269.64,8462256.47699999,8805559.193,23.2614972477066,23.0136383064898,0.247858941216812,0.390187226665001,0.375662759392616,"stable",0.780116566482569
"D-Erythro-sphingosine 1-phosphate","Com_6799_pos","D-Erythro-sphingosine 1-phosphate","C18 H38 N O5 P",758.49931,8.79,380.25693,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","Phosphosphingolipids",10883806.61,9757132.142,6180494.25799999,13548132,6116409.254,35746875.74,23.7757193147937,23.0509988043621,0.724720510431546,0.524365390020846,0.415991109091227,"stable",0.688612938279936
"Methanandamide","Com_6815_pos","Methanandamide","C23 H39 N O2",361.2959,10.351,362.30318,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",888180.671599999,1319668.39,284430.3703,227112.0678,377995.6098,446413.466299999,18.3630252720766,19.4033178876863,-1.04029261560969,0.3441221225679,0.357530531205014,"stable",0.950046396566803
"KKK","Com_6819_pos","KKK","C18 H38 N6 O4",384.28552,9.137,385.2928,"Invalid mass","No results","No results",NA,NA,NA,NA,1744481.611,1501973.908,976828.141799999,569060.652300001,1176968.576,1199305.623,19.8262117318057,20.3835135059358,-0.557301774130121,0.425523445400352,0.387865468975022,"stable",0.881130128588898
"Chalcone","Com_6825_pos","Chalcone","C15 H12 O",208.08925,7.103,209.0966,"Full match","No results","No results","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","Retrochalcones",1644665.219,2255351.708,1969822.538,1257274.721,1571516.417,901434.9231,20.2091527402047,20.8879725819783,-0.678819841773642,0.0965548764148053,0.215389731919424,"stable",1.28018193351163
"cyclohexyl[4-(2-methoxyphenyl)piperidino]methanone","Com_6832_pos","cyclohexyl[4-(2-methoxyphenyl)piperidino]methanone","C19 H27 N O2",301.20781,8.637,302.21508,"Invalid mass","No results","No results",NA,NA,NA,NA,3504317.903,1635394.627,1750100.173,428438.3725,739240.257099999,450378.7439,18.9950637286746,21.0403052247222,-2.04524149604759,0.0645199426608616,0.196313541341627,"stable",1.50209612596353
"5'-Deoxy-5'-(Methylthio)Adenosine","Com_6927_pos","5'-Deoxy-5'-(Methylthio)Adenosine","C11 H15 N5 O3 S",297.08995,5.719,298.09723,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",32696311.68,27710940.73,42605444.6,52871584.85,29603380.18,37625541.1,25.2134856035121,25.0103704626365,0.203115140875525,0.51306660763059,0.413150771421662,"stable",0.518747069553307
"2'-Deoxyadenosine-5'-monophosphate","Com_6940_pos","2'-Deoxyadenosine-5'-monophosphate","C10 H14 N5 O6 P",331.07094,2.013,332.07822,"No results","Invalid mass","No results","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside monophosphates",308428.3377,293065.0357,277437.7665,265864.6673,320981.1529,249199.9925,18.0798020322596,18.1590805974282,-0.0792785651685683,0.534762445312959,0.41853138562005,"stable",0.518913350174569
"PC O-38:8","Com_6953_pos","PC O-38:8","C46 H78 N O7 P",805.55627,11.76,788.55261,"No results","Invalid mass","No results",NA,NA,NA,NA,3960925.175,2573361.162,6404820.227,610194.5102,1533482.773,2036694.57,20.2416961392771,21.9411183937276,-1.69942225445049,0.0947117430766623,0.214558694813098,"stable",1.29659203940209
"PC 16:0_17:0","Com_6986_pos","PC 16:0_17:0","C41 H82 N O8 P",747.57253,10.417,748.5798,"No results","Invalid mass","No results",NA,NA,NA,NA,17964320,15636532.09,13954888.71,9745919.44800001,12104443.64,10510130.22,23.3568925034494,23.9104385071534,-0.553546003704035,0.0783220648796609,0.205851981832234,"stable",1.45579642977779
"16-Heptadecyne-1,2,4-triol","Com_7017_pos","16-Heptadecyne-1,2,4-triol","C17 H32 O3",306.21979,7.93,307.22706,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols",2601987.411,3339879.214,2905489.61,2776969.214,4621614.677,4686696.248,21.9017283890662,21.4842989714881,0.417429417578102,0.138428368141953,0.239797712357824,"stable",0.998702906921466
"3-{[(4-fluorophenyl)sulfonyl]amino}-5-phenylthiophene-2-carboxamide","Com_7045_pos","3-{[(4-fluorophenyl)sulfonyl]amino}-5-phenylthiophene-2-carboxamide","C17 H13 F N2 O3 S2",376.03896,5.785,377.04624,"Invalid mass","No results","No results",NA,NA,NA,NA,6569060.42600001,8027621.22500001,741017.895400001,7139490.23,4661584.70399999,8972370.609,22.6722788234335,21.6943151931168,0.977963630316722,0.540246540990371,0.419847567050588,"stable",0.645140732688348
"4-oxo-5-phenylpentanoic acid","Com_7088_pos","4-oxo-5-phenylpentanoic acid","C11 H12 O3",209.10554,5.464,227.13947,"Invalid mass","No results","No results",NA,NA,NA,NA,4203372.557,4447450.273,3466257.026,4631178.48300001,5653371.08899999,4843601.265,22.2604255233808,21.9375367168996,0.322888806481249,0.0835028642672294,0.208891165796567,"stable",1.23396356690429
"PC O-35:7","Com_7096_pos","PC O-35:7","C43 H74 N O7 P",747.51275,10.174,748.51985,"No results","Invalid mass","No results",NA,NA,NA,NA,6253570.036,7101536.254,6816647.117,3250928.344,11498995.66,4235645.375,22.3671917418306,22.6788597300831,-0.311667988252498,0.60263106499777,0.43787187816857,"stable",0.43889181669905
"3-(4-hydroxy-3-methoxyphenyl)propanoic acid","Com_7158_pos","3-(4-hydroxy-3-methoxyphenyl)propanoic acid","C10 H12 O4",218.05594,5.726,219.06321,"Invalid mass","No results","No results",NA,NA,NA,NA,2541122.133,2973173.298,3537247.958,2530647.81,3115750.61,2571220.099,21.3787484411677,21.5116007784555,-0.132852337287812,0.505303377660658,0.411149168317547,"stable",0.598962399297105
"PC 32:1","Com_7176_pos","PC 32:1","C40 H78 N O8 P",753.52532,9.828,754.53259,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",37986647.73,37086599.74,19082856.97,10329813.99,16417831.17,14917895.59,23.6998706198312,24.8363858582841,-1.13651523845294,0.122962661617026,0.231193386050795,"stable",1.35105966320168
