"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"2-chloro-6-(3,5-dimethyl-1H-pyrazol-1-yl)benzonitrile","Com_5564_pos","2-chloro-6-(3,5-dimethyl-1H-pyrazol-1-yl)benzonitrile","C12 H10 Cl N3",231.05441,1.405,232.06168,"Invalid mass","No results","No results",NA,NA,NA,NA,9183965.65099999,13291189.01,9769352.27799999,7619879.63800001,7393919.29700001,22.8396223224776,23.3381613778053,-0.498539055327718,0.0918093920988957,0.193873606777674,"stable",1.24487845878763
"LPC 15:0-SN1","Com_5567_pos","LPC 15:0-SN1","C23 H48 N O7 P",481.31746,9.097,482.32481,"No results","Full match","Full match",NA,NA,NA,NA,1280052.899,1086765.151,770709.979899999,491722.6958,541018.9942,18.9764025697561,19.9650697754118,-0.98866720565567,0.035221004909779,0.146273173973501,"down",1.38858944220894
"2-mercapto-5-methyl-6-propylpyrimidin-4-ol","Com_5729_pos","2-mercapto-5-methyl-6-propylpyrimidin-4-ol","C8 H12 N2 O S",184.07018,1.258,185.07746,"Invalid mass","No results","No results",NA,NA,NA,NA,4742646.011,4490668.14300001,3353926.033,4519791.706,3707795.094,21.9649774720486,21.9843929608439,-0.019415488795314,0.932834340970924,0.49028910016825,"stable",0.0764993812953523
"7-(2-aminophenyl)heptanoic acid","Com_5730_pos","7-(2-aminophenyl)heptanoic acid","C13 H19 N O2",221.13938,5.948,222.14666,"Invalid mass","No results","No results",NA,NA,NA,NA,4296385.529,4520021.478,3786864.412,4238133.016,3922994.951,21.9592607427145,21.9983875198769,-0.0391267771623518,0.705756592984035,0.421210607143534,"stable",0.321798745901417
"PC 36:5","Com_5736_pos","PC 36:5","C44 H78 N O8 P",784.49843,10.433,785.50672,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",720287.2504,663412.251800001,652364.102100001,653159.842,673113.0362,19.3387829197212,19.3710256144735,-0.0322426947523695,0.562698915766569,0.377708550278251,"stable",0.464599022945105
"6-phenyl-3,4-dihydro-1H-2,5-benzoxazocin-1-one","Com_5834_pos","6-phenyl-3,4-dihydro-1H-2,5-benzoxazocin-1-one","C16 H13 N O2",251.09835,6.109,252.10563,"Invalid mass","No results","No results",NA,NA,NA,NA,677199.1082,1253497.187,1982368.035,1324027.626,1879228.343,20.5891053704192,20.1818470916181,0.407258278801084,0.488938575657998,0.359061655490012,"stable",0.557995311639762
"Trigonelline","Com_5854_pos","Trigonelline","C7 H7 N O2",137.04539,1.6,138.05267,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",4474468.53,4057233.395,4094965.471,3465899.066,5049678.62599999,21.9962791768364,22.0035898745052,-0.00731069766878178,0.982917633690342,0.503362252214814,"stable",0.0310699322702261
"Bilirubin","Com_5885_pos","Bilirubin","C33 H36 N4 O6",584.264,10.928,585.27131,"Full match","No results","Full match","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Bilirubins","Bilirubins",584620.274100001,1263580.067,641457.4378,236924.5909,257353.2649,17.9137294904545,19.5724066685669,-1.65867717811243,0.0386229894793188,0.150473904882736,"down",1.40024417801635
"benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","Com_5905_pos","benzaldehyde 1-(2,4-dinitrophenyl)hydrazone","C13 H10 N4 O4",286.06782,5.51,309.05759,"Invalid mass","No results","No results",NA,NA,NA,NA,5417407.29999999,5890118.668,4439134.559,3664822.257,4566651.34999999,21.9640085084323,22.3136278034571,-0.34961929502483,0.213658303555272,0.263419588843795,"stable",1.11216259661328
"Lidocaine N-oxide","Com_5909_pos","Lidocaine N-oxide","C14 H22 N2 O2",250.16843,5.54,251.17571,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1552884.009,2463774.138,1101912.47,1011006.595,542355.2872,19.4981198484404,20.6235118051176,-1.12539195667715,0.176404812859313,0.246064638669865,"stable",1.18460202652447
"6-Aminonicotinamide","Com_5911_pos","6-Aminonicotinamide","C6 H7 N3 O",137.0595,3.41,297.10843,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Nicotinamides",1131445.439,1067698.265,1053440.378,1834217.472,1431443.535,20.6278863009608,20.047495127344,0.580391173616878,0.181097402384321,0.248497687380227,"stable",1.43111218087732
"LPC 32:2","Com_5959_pos","LPC 32:2","C40 H78 N O7 P",737.5341,10.728,738.54137,"No results","Invalid mass","No results",NA,NA,NA,NA,22601539.33,26254125.25,25998461.45,13023395,18480376.77,23.8870465423007,24.5692938012906,-0.682247258989896,0.205444595864204,0.259948628332824,"stable",1.36976265102014
"PC O-36:1","Com_5990_pos","PC O-36:1","C44 H88 N O7 P",773.63093,10.595,774.63751,"No results","Full match","No results",NA,NA,NA,NA,37736145.63,38041290.58,37271924.56,37875188.78,36570069.69,25.1494548918826,25.1673641910912,-0.0179092992085614,0.605762286694933,0.389498213112209,"stable",0.662727259147518
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","Com_6011_pos","(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","C14 H14 O4",246.08716,5.947,247.09444,"Invalid mass","No results","No results",NA,NA,NA,NA,10604676.95,9770565.35399999,432768.5302,7765244.96500001,8394814.23699999,22.9448334884188,21.7604813393073,1.1843521491115,0.517252202797328,0.365674376029913,"stable",0.5102388331697
"PC 40:6","Com_6016_pos","PC 40:6","C48 H84 N O8 P",855.57559,10.501,856.58287,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",11245017.12,12097457.14,17281690.72,14359903.83,14875915.8,23.8010089514608,23.6645746819049,0.136434269555895,0.551092735659624,0.374752371822413,"stable",0.469269972451617
"PC 38:5","Com_6035_pos","PC 38:5","C46 H82 N O8 P",829.5604,9.833,830.56768,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",45761360.42,43383787.37,42560105.79,47475284.8500001,39486251.66,25.3677602037418,25.3870925587276,-0.0193323549858277,0.908640544072355,0.483724117544457,"stable",0.160827779873771
"6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","Com_6043_pos","6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one","C11 H16 O5",250.08216,5.8,251.08945,"Invalid mass","No results","No results",NA,NA,NA,NA,3098421.032,3036778.7,3358303.891,2976708.63,3308039.043,21.5814157066877,21.5921711569067,-0.0107554502189551,0.915731483753722,0.485665695854847,"stable",0.119035624266478
"3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","Com_6083_pos","3-(4-cyanophenyl)prop-2-ynyl thiophene-2-carboxylate","C15 H9 N O2 S",284.06218,1.488,285.0693,"Invalid mass","No results","No results",NA,NA,NA,NA,9066719.01700001,8839037.547,8822494.572,9394161.89700001,12034158.86,23.3419824985595,23.086787402993,0.255195095566496,0.387873413627661,0.331234869222159,"stable",1.14607576523036
"PC O-38:10","Com_6132_pos","PC O-38:10","C46 H74 N O7 P",783.50805,10.494,784.51565,"No results","Invalid mass","No results",NA,NA,NA,NA,32891102.16,1899778.24,29383689.22,379059.6282,512582.426100001,18.7497448878838,23.545701938799,-4.79595705091523,0.0669897862028966,0.176717550838763,"stable",1.31158218935089
"6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","Com_6141_pos","6-(tert-butyl)thieno[3,2-d]pyrimidin-4(3H)-one","C10 H12 N2 O S",208.07139,5.469,209.07866,"Invalid mass","No results","No results",NA,NA,NA,NA,5116896.902,4744197.861,6524067.154,7750437.282,3348760.846,22.2805210986547,22.3673035618718,-0.0867824632170588,0.909899154379291,0.484069808372247,"stable",0.159155325264171
"2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","Com_6171_pos","2-(methylsulfonyl)-1,2,3,4-tetrahydroisoquinoline","C10 H13 N O2 S",211.06686,4.69,212.07414,"Full match","No results","No results",NA,NA,NA,NA,1202537.113,1128026.268,1097511.617,1106370.034,1009344.834,20.0111951342315,20.1229413339163,-0.11174619968482,0.302306457498453,0.299455994165796,"stable",1.04598493639987
"4-oxododecanedioic acid","Com_6177_pos","4-oxododecanedioic acid","C12 H20 O5",266.11341,5.941,267.1207,"Invalid mass","No results","No results",NA,NA,NA,NA,13585524.25,12932819.02,6241629.315,12800206.45,13335823.36,23.639233653931,23.2978638651194,0.341369788811683,0.446188960548227,0.348302323727127,"stable",0.600674112879359
"3-(3,4,5-trimethoxyphenyl)propanoic acid","Com_6197_pos","3-(3,4,5-trimethoxyphenyl)propanoic acid","C12 H16 O5",222.08712,5.698,223.0944,"Invalid mass","No results","No results",NA,NA,NA,NA,9276445.84299999,7674624.49599999,7429275.465,8551163.62800001,7260109.79699999,22.9096246291291,22.9471985173343,-0.0375738882051451,0.827687911898126,0.460472666786616,"stable",0.21332651001663
"2-Hydroxybutyric acid","Com_6210_pos","2-Hydroxybutyric acid","C4 H8 O3",104.04756,2.684,231.08432,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",7286334.64800001,7798742.527,6019798.181,6044084.988,7193318.264,22.6526592611091,22.7376185356603,-0.084959274551224,0.655275500096486,0.404653335016684,"stable",0.425020275491744
"N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide","Com_6290_pos","N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide","C15 H24 N2 O4 S",328.14659,5.685,346.1803,"Full match","No results","No results",NA,NA,NA,NA,502159.2725,677657.250800001,637949.543300001,983254.1212,2087015.637,20.4501073908962,19.1970215112514,1.25308587964489,0.245198722018989,0.27524414816627,"stable",1.32507771197188
"PC O-35:6","Com_6324_pos","PC O-35:6","C43 H76 N O7 P",749.5314,11.068,750.53868,"No results","Invalid mass","No results",NA,NA,NA,NA,2028749.516,2940029.167,5813496.667,4872704.577,3405865.931,21.9579407707976,21.636844364799,0.321096405998606,0.577903925460743,0.381788941831832,"stable",0.453697605608154
"L-Methionine sulfone","Com_6345_pos","L-Methionine sulfone","C5 H11 N O4 S",181.04123,1.391,182.04851,"No results","No results","Full match",NA,NA,NA,NA,1175185.538,1358939.104,1782222.027,2760258.045,2673709.34,21.3733914607496,20.4345840468721,0.938807413877463,0.031614574745481,0.141169212450249,"up",1.42883945639339
"NPH","Com_6415_pos","NPH","C15 H22 N6 O5",366.1601,8.321,367.16737,"Invalid mass","No results","No results",NA,NA,NA,NA,2761334.409,2656564.977,2405177.379,2411355.264,2466989.317,21.2178664125809,21.311925539316,-0.094059126735079,0.250595825522034,0.277058609789131,"stable",0.8888972199674
"TLK","Com_6429_pos","TLK","C16 H32 N4 O5",360.23934,6.39,361.24661,"Invalid mass","No results","No results",NA,NA,NA,NA,6582749.57600001,7373050.099,5610604.56200001,5274289.79400001,6098543.018,22.4352892974583,22.6279379392083,-0.192648641749969,0.307688735743023,0.301751563833197,"stable",0.859379899550814
"6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one","Com_6476_pos","6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one","C22 H18 N2 O6",444.07745,11.023,445.08472,"Invalid mass","No results","No results",NA,NA,NA,NA,497431.0958,6567522.055,6190045.42600001,676730.6078,4836330.127,20.7868517056897,21.3775244824422,-0.590672776752573,0.778264295235739,0.445218310533601,"stable",0.273211046506561
"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one","Com_6499_pos","(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one","C15 H20 N2 O",266.13799,2.562,267.14527,"Invalid mass","No results","No results",NA,NA,NA,NA,2550220.788,2085560.948,1885151.269,2726934.934,8040746.47000001,22.1588734287146,21.0401478768483,1.11872555186631,0.382778312138045,0.329590018775645,"stable",1.13173326846125
"D-Raffinose","Com_6546_pos","D-Raffinose","C18 H32 O16",526.15128,1.446,527.15856,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",496604.5639,766500.083399999,480375.1027,460051.331499999,569641.5399,18.9655650736641,19.1144887573793,-0.148923683715143,0.615034197017936,0.391973449445332,"stable",0.423169743125242
"Dl-2-Amino-3-phosphonopropionic acid","Com_6584_pos","Dl-2-Amino-3-phosphonopropionic acid","C3 H8 N O5 P",169.01471,1.317,170.02199,"No results","No results","Full match",NA,NA,NA,NA,16878640.25,15764107.39,17882710.06,15109255.71,19352970.47,24.027490472038,24.0036325160946,0.0238579559434093,0.916365137568058,0.48583848676872,"stable",0.142305631146576
"N-Methyldioctylamine","Com_6625_pos","N-Methyldioctylamine","C17 H37 N",255.29283,8.599,256.30011,"Full match","No results","No results",NA,NA,NA,NA,800809.9689,5360568.77799999,614691.796400001,642818.6014,489597.0658,19.0976437689825,20.3981862558834,-1.30054248690085,0.316336587956065,0.305345656959871,"stable",0.78482103545461
"SM 9:1;2O/32:4","Com_6649_pos","SM 9:1;2O/32:4","C46 H85 N2 O6 P",792.61095,11.584,793.61823,"No results","Full match","No results",NA,NA,NA,NA,1177697.835,1070066.046,1011712.34,13103933.45,9901796.13999999,23.4413777079349,20.0483913767535,3.39298633118137,0.0237414089224948,0.126974513302123,"up",1.54410639806114
"3-(1-naphthylmethylidene)indolin-2-one","Com_6667_pos","3-(1-naphthylmethylidene)indolin-2-one","C19 H13 N O",271.09995,6.786,272.10723,"Full match","No results","No results",NA,NA,NA,NA,341544.0698,403927.4253,329080.4992,393789.0398,304125.7749,18.4006859988573,18.4445099356395,-0.0438239367822248,0.857875330910463,0.469384017853118,"stable",0.213567602951946
"L-Argininosuccinate","Com_6672_pos","L-Argininosuccinate","C10 H18 N4 O6",290.12297,5.577,291.13025,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",371945.8086,355681.7307,349114.1262,333098.1967,333424.0253,18.3462932779456,18.4527664902828,-0.106473212337203,0.0590758112346904,0.170747578826529,"stable",1.34688273372371
"LPC 30:0","Com_6682_pos","LPC 30:0","C38 H78 N O7 P",713.53386,10.212,714.54114,"No results","Invalid mass","No results",NA,NA,NA,NA,25959709.33,24330363.97,24871882.23,29402297.48,27344735.23,24.7570926561732,24.5780126050784,0.179080051094829,0.125345954130789,0.21414934935777,"stable",1.38095997783448
"1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","Com_6781_pos","1-[5-(2-phenyleth-1-ynyl)-2-thienyl]ethan-1-one oxime","C14 H11 N O S",482.11281,3.155,242.06368,"Invalid mass","No results","No results",NA,NA,NA,NA,1028295.065,1134140.927,1069980.072,2067247.543,2099043.86,20.9902903029847,20.0380479511468,0.952242351837981,0.00102228883526146,0.0496594441790513,"up",1.54271406084276
"N6-Acetyl-L-lysine","Com_6798_pos","N6-Acetyl-L-lysine","C8 H16 N2 O3",188.11647,1.773,189.12376,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids",8416554.95399999,7957453.89800001,9067296.64399999,9287252.717,7927047.458,23.0325863225648,23.0136383064898,0.0189480160749937,0.898930199781488,0.481041412281697,"stable",0.152708834705704
"D-Erythro-sphingosine 1-phosphate","Com_6799_pos","D-Erythro-sphingosine 1-phosphate","C18 H38 N O5 P",758.49931,8.79,380.25693,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Sphingolipids","Phosphosphingolipids","Phosphosphingolipids",10883806.61,9757132.142,6180494.25799999,4560716.739,4328926.48299999,22.0832035036553,23.0509988043621,-0.967795300706843,0.0578081710744416,0.169683550880107,"stable",1.34090541996941
"Methanandamide","Com_6815_pos","Methanandamide","C23 H39 N O2",361.2959,10.351,362.30318,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",888180.671599999,1319668.39,284430.3703,257506.8228,332433.4028,18.1584784788392,19.4033178876863,-1.24483940884712,0.196025165164031,0.255736632748058,"stable",0.988778228528742
"KKK","Com_6819_pos","KKK","C18 H38 N6 O4",384.28552,9.137,385.2928,"Invalid mass","No results","No results",NA,NA,NA,NA,1744481.611,1501973.908,976828.141799999,972509.776699999,845998.047600001,19.7908240182171,20.3835135059358,-0.592689487718765,0.131024825437969,0.218211259755348,"stable",1.11201788991568
"Chalcone","Com_6825_pos","Chalcone","C15 H12 O",208.08925,7.103,209.0966,"Full match","No results","No results","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","Retrochalcones",1644665.219,2255351.708,1969822.538,1965502.257,522185.5866,19.9503348505101,20.8879725819783,-0.937637731468254,0.504404765835719,0.362646774051054,"stable",0.921060133545467
"cyclohexyl[4-(2-methoxyphenyl)piperidino]methanone","Com_6832_pos","cyclohexyl[4-(2-methoxyphenyl)piperidino]methanone","C19 H27 N O2",301.20781,8.637,302.21508,"Invalid mass","No results","No results",NA,NA,NA,NA,3504317.903,1635394.627,1750100.173,701682.529200001,1592079.353,20.0114698653854,21.0403052247222,-1.02883535933687,0.291761208540353,0.294821788914898,"stable",1.06130603494413
"5'-Deoxy-5'-(Methylthio)Adenosine","Com_6927_pos","5'-Deoxy-5'-(Methylthio)Adenosine","C11 H15 N5 O3 S",297.08995,5.719,298.09723,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",32696311.68,27710940.73,42605444.6,34581539.66,37730451.3,25.1063623939619,25.0103704626365,0.0959919313253685,0.657566092911344,0.405352335792955,"stable",0.351565578314879
"2'-Deoxyadenosine-5'-monophosphate","Com_6940_pos","2'-Deoxyadenosine-5'-monophosphate","C10 H14 N5 O6 P",331.07094,2.013,332.07822,"No results","Invalid mass","No results","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside monophosphates",308428.3377,293065.0357,277437.7665,324461.6825,304781.426,18.2625520229741,18.1590805974282,0.103471425545859,0.212403760750503,0.262900988116286,"stable",1.03895309023521
"PC O-38:8","Com_6953_pos","PC O-38:8","C46 H78 N O7 P",805.55627,11.76,788.55261,"No results","Invalid mass","No results",NA,NA,NA,NA,3960925.175,2573361.162,6404820.227,3048286.422,251410.1512,19.7396252068301,21.9411183937276,-2.20149318689743,0.430275363411556,0.343942726444309,"stable",1.03037443647741
